ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
19;Fêmea;21.0;290.0;1.4;8.0;7.5;7.0;3.3;19.1;17.5;12.3;4.0;4.3;3.3;3.5;25-06-2024;;127.0;163.0
20;Fêmea;21.0;298.0;1.6;7.6;5.5;9.2;3.0;21.2;15.4;14.6;4.0;4.4;3.8;3.5;25-06-2024;;145.0;153.0
21;Macho;21.0;271.0;1.5;8.6;6.4;8.2;2.5;21.8;16.8;16.1;4.7;4.8;4.0;3.5;25-06-2024;;157.0;114.0
22;Macho;21.0;197.0;1.4;8.5;7.0;8.6;5.2;23.9;24.2;15.5;6.9;6.0;4.5;4.0;25-06-2024;;179.0;18.0
23;Macho;21.0;198.0;1.2;8.4;8.0;8.9;5.6;26.9;23.4;15.5;7.2;6.5;4.0;4.6;25-06-2024;;149.0;49.0
24;Macho;21.0;276.0;1.0;8.0;6.1;8.1;4.0;21.0;20.0;15.0;4.0;4.9;3.5;3.6;25-06-2024;;140.0;136.0
25;Fêmea;21.0;160.0;1.3;8.3;6.2;7.8;1.9;19.8;13.0;14.3;4.0;4.1;4.0;3.6;25-06-2024;;149.0;11.0
26;Fêmea;21.0;231.0;1.2;8.4;6.1;6.2;2.9;22.1;15.2;15.1;4.8;3.8;4.0;4.3;25-06-2024;;162.0;69.0
27;Fêmea;21.0;219.0;1.2;7.0;7.0;6.8;3.2;19.0;17.2;12.5;3.3;4.4;3.1;3.4;25-06-2024;;70.0;149.0
28;Macho;21.0;269.0;1.3;8.0;7.0;8.0;3.5;21.5;19.5;15.5;4.0;5.3;3.5;3.6;25-06-2024;;72.0;197.0
29;Fêmea;21.0;208.0;1.3;8.0;8.7;7.2;3.4;19.2;21.1;13.0;4.2;5.3;3.8;4.6;25-06-2024;;154.0;54.0
30;Fêmea;21.0;350.0;1.6;8.3;8.2;9.3;4.0;20.8;24.2;15.5;4.7;5.9;4.2;4.1;25-06-2024;;135.0;215.0
31;Fêmea;21.0;285.0;1.3;8.0;5.2;7.0;2.5;22.5;13.2;13.3;5.6;4.7;4.0;3.9;25-06-2024;;156.0;129.0
32;Macho;21.0;302.0;2.0;8.4;5.1;22.5;10.0;22.0;21.0;16.2;6.0;6.2;4.5;4.0;25-06-2024;;135.0;167.0
33;Fêmea;21.0;237.0;1.2;8.3;7.5;8.4;5.3;23.7;24.0;15.4;6.7;7.3;3.7;4.2;25-06-2024;;198.0;39.0
34;Macho;21.0;238.0;1.3;8.5;7.7;9.2;5.1;27.4;24.4;16.0;6.4;6.7;4.2;4.5;25-06-2024;;145.0;93.0
35;Macho;21.0;235.0;1.2;8.5;8.3;8.8;4.7;25.2;22.7;14.2;6.1;6.0;4.3;4.6;25-06-2024;;177.0;58.0
36;Fêmea;21.0;335.0;1.5;8.0;6.5;8.5;3.0;20.5;20.7;15.0;5.0;4.2;3.9;4.0;25-06-2024;;145.0;190.0
37;Macho;21.0;279.0;1.5;8.1;7.1;9.0;5.6;24.5;23.5;13.1;6.2;7.5;4.0;4.4;25-06-2024;;152.0;127.0
38;Macho;21.0;336.0;1.7;8.4;6.5;8.0;3.5;21.5;18.6;18.5;5.0;6.0;4.0;4.0;25-06-2024;;166.0;170.0
39;Macho;21.0;273.0;1.5;8.1;5.2;8.5;2.9;22.5;14.5;15.3;5.0;4.1;3.8;4.0;25-06-2024;;155.0;118.0
40;Fêmea;21.0;285.0;1.6;8.2;6.7;8.1;3.1;22.6;16.1;16.2;5.9;5.3;4.4;4.1;25-06-2024;;165.0;120.0
41;Macho;21.0;336.0;1.5;8.0;6.9;8.5;2.7;23.8;14.3;16.1;4.9;5.6;4.7;4.3;25-06-2024;;203.0;133.0
42;Fêmea;21.0;305.0;1.3;8.3;7.5;8.3;4.3;22.8;23.3;13.7;4.4;5.6;3.4;3.9;25-06-2024;;159.0;146.0
43;Macho;21.0;325.0;1.8;9.0;7.9;9.5;5.6;25.0;24.8;16.2;7.5;7.9;3.7;4.7;25-06-2024;;179.0;146.0
44;Fêmea;21.0;243.0;1.4;8.3;6.2;8.5;2.6;23.6;14.5;15.6;5.5;4.2;4.1;4.0;25-06-2024;;197.0;46.0
45;Macho;21.0;308.0;1.4;8.8;7.0;9.0;5.6;27.0;25.3;15.1;6.4;7.5;4.2;5.0;25-06-2024;;177.0;131.0
46;Fêmea;21.0;;1.8;8.5;7.0;8.5;4.0;22.1;22.0;15.0;5.5;6.0;3.7;4.0;25-06-2024;;203.0;
47;Fêmea;21.0;290.0;1.8;8.3;52.0;10.8;5.7;23.2;22.8;15.1;5.4;6.3;4.1;3.8;25-06-2024;;168.0;122.0
48;Fêmea;21.0;;;;;;;;;;;;;;25-06-2024;;189.0;
49;Macho;21.0;273.0;1.5;8.5;7.1;5.7;3.1;22.8;15.5;16.3;4.1;5.5;4.8;4.4;25-06-2024;;192.0;81.0
50;Macho;21.0;221.0;;;;;;;;;;;;;25-06-2024;;;
51;Fêmea;21.0;224.0;1.5;6.0;6.1;9.0;2.5;22.6;15.7;14.5;5.0;5.1;4.1;3.9;25-06-2024;;151.0;73.0
52;Fêmea;21.0;302.0;1.8;8.8;5.9;11.4;5.7;23.1;22.5;15.9;4.8;6.0;4.0;4.1;25-06-2024;;186.0;116.0
53;Macho;21.0;;1.3;8.1;7.5;8.2;4.6;20.5;21.0;14.1;4.2;5.5;3.7;3.7;25-06-2024;;152.0;
54;Macho;21.0;282.0;1.5;8.5;8.1;9.5;4.0;21.5;20.5;15.2;6.9;6.6;5.5;3.1;25-06-2024;;164.0;118.0
55;Macho;21.0;249.0;;;;;;;;;;;;;25-06-2024;;164.0;85.0
56;Macho;21.0;261.0;1.4;8.3;6.4;9.3;3.3;22.1;13.6;15.8;4.5;5.1;4.5;4.3;25-06-2024;;163.0;98.0
57;Fêmea;21.0;263.0;1.7;8.0;5.4;10.3;5.3;23.6;22.5;15.7;5.3;6.3;4.1;3.6;25-06-2024;;164.0;99.0
58;Macho;21.0;254.0;1.4;8.5;8.0;10.5;4.5;21.0;19.3;14.0;4.5;6.5;4.5;4.0;25-06-2024;;169.0;85.0
59;Macho;21.0;346.0;1.7;8.2;5.3;11.5;5.7;23.4;22.3;15.6;6.8;7.0;4.2;3.7;25-06-2024;;189.0;157.0
60;Macho;21.0;382.0;1.6;8.0;6.0;8.0;3.6;21.0;21.3;15.0;5.0;5.7;3.0;4.3;25-06-2024;;162.0;220.0
61;Fêmea;21.0;270.0;1.3;8.3;7.6;9.3;4.0;21.3;21.4;15.1;4.2;6.6;3.5;4.1;25-06-2024;;166.0;104.0
62;Macho;21.0;259.0;1.8;8.3;5.8;20.3;6.5;25.9;24.7;16.5;5.6;6.3;4.0;3.5;25-06-2024;;190.0;69.0
63;Fêmea;21.0;238.0;1.7;8.4;7.4;11.5;6.2;26.3;25.0;17.0;6.4;7.0;4.1;3.8;25-06-2024;;199.0;39.0
64;Fêmea;21.0;315.0;1.4;8.4;7.3;8.0;5.0;23.5;21.5;14.0;6.9;6.4;4.0;4.8;25-06-2024;;171.0;144.0
65;Fêmea;21.0;326.0;1.5;8.5;8.7;8.9;5.6;24.7;24.3;13.7;5.5;4.3;4.8;3.9;25-06-2024;;165.0;161.0
66;Fêmea;21.0;291.0;1.9;8.0;4.0;9.0;5.0;23.1;21.0;15.3;5.3;7.0;5.0;3.8;25-06-2024;;170.0;121.0
67;Macho;21.0;249.0;1.6;8.3;8.4;9.1;4.4;22.7;22.3;16.7;5.4;5.4;4.0;4.8;25-06-2024;;184.0;65.0
68;Macho;21.0;298.0;1.5;8.5;7.0;9.1;4.0;22.0;21.0;7.6;4.5;6.0;4.0;3.8;25-06-2024;;188.0;110.0
69;Macho;21.0;299.0;1.4;8.3;7.8;10.5;4.0;21.5;23.1;15.5;5.5;6.4;5.4;4.9;25-06-2024;;172.0;127.0
70;Macho;21.0;233.0;1.3;8.2;5.5;7.5;2.0;22.2;13.8;15.9;4.1;4.3;4.2;4.2;25-06-2024;;158.0;75.0
71;Fêmea;21.0;254.0;1.7;8.4;7.7;8.9;4.8;26.3;25.0;15.0;5.5;5.9;5.9;4.9;25-06-2024;;179.0;75.0
72;Fêmea;21.0;213.0;1.0;9.7;5.4;3.0;4.4;21.0;22.5;16.5;5.0;6.5;5.0;4.2;25-06-2024;;210.0;3.0
73;Fêmea;21.0;322.0;1.8;8.1;6.4;10.0;4.2;22.0;21.2;14.3;4.6;6.1;3.7;2.7;25-06-2024;;146.0;176.0
74;Macho;21.0;296.0;1.4;8.2;6.0;8.5;6.0;26.0;25.0;14.3;5.9;7.7;4.2;4.4;25-06-2024;;161.0;135.0
75;Fêmea;21.0;328.0;1.2;8.0;5.6;7.6;8.0;18.7;18.6;14.5;4.1;5.3;3.5;3.8;25-06-2024;;162.0;166.0
76;Macho;21.0;251.0;1.4;8.3;6.4;9.0;3.7;25.0;15.5;17.0;5.5;6.7;4.4;3.6;25-06-2024;;179.0;72.0
77;Macho;21.0;237.0;1.5;8.2;7.0;8.2;4.0;24.0;24.0;16.0;4.5;5.2;3.2;3.5;25-06-2024;;180.0;57.0
78;Macho;21.0;331.0;1.5;9.0;7.0;9.0;4.2;22.5;21.5;17.0;5.5;6.0;3.4;4.0;25-06-2024;;182.0;149.0
79;Macho;21.0;305.0;1.4;8.5;8.3;10.5;5.5;21.5;19.2;15.7;4.1;6.1;4.0;3.9;25-06-2024;;174.0;131.0
80;Macho;21.0;237.0;1.1;7.7;7.1;8.1;3.9;20.0;14.5;14.0;5.1;5.6;4.2;3.4;25-06-2024;;167.0;70.0
81;Macho;21.0;350.0;1.3;8.7;8.7;9.6;5.4;28.1;27.7;16.0;5.9;7.1;4.4;4.6;25-06-2024;;205.0;145.0
82;Fêmea;21.0;334.0;1.3;9.0;7.5;8.5;4.5;28.3;25.0;14.7;6.7;7.0;4.6;4.6;25-06-2024;;180.0;154.0
83;Macho;21.0;151.0;1.7;8.2;6.2;8.9;4.3;21.0;20.0;15.5;5.6;5.4;4.0;3.8;25-06-2024;;151.0;0.0
84;Fêmea;21.0;144.0;;;;;;;;;;;;;25-06-2024;;212.0;-68.0
85;Fêmea;21.0;196.0;1.5;8.4;6.6;10.0;3.1;22.6;16.3;16.6;4.3;5.2;4.2;4.2;25-06-2024;;195.0;1.0
86;Fêmea;21.0;298.0;1.6;7.7;5.4;8.1;3.7;17.5;18.3;10.3;4.3;4.9;3.1;2.8;25-06-2024;;98.0;200.0
87;Fêmea;21.0;247.0;1.4;7.2;4.8;8.4;5.0;19.3;16.1;11.0;4.4;5.5;3.2;3.6;25-06-2024;;93.0;154.0
88;Fêmea;21.0;99.0;1.2;7.5;6.2;7.3;2.5;19.7;14.3;13.0;4.3;4.7;3.9;3.1;25-06-2024;;145.0;-46.0
89;Macho;21.0;299.0;1.7;7.9;7.5;8.0;4.5;23.0;21.0;16.0;5.5;6.0;4.3;4.7;25-06-2024;;180.0;119.0
90;Macho;21.0;273.0;1.4;8.3;9.3;8.3;4.5;22.0;21.5;14.3;4.2;6.0;3.7;4.1;25-06-2024;;169.0;104.0
91;Fêmea;21.0;344.0;1.4;7.1;4.8;7.6;3.7;16.8;15.0;10.0;4.0;5.0;2.7;2.6;25-06-2024;;108.0;236.0
92;Fêmea;21.0;195.0;1.6;8.0;4.9;7.5;3.5;20.4;20.0;14.0;3.5;4.5;3.5;3.8;25-06-2024;;187.0;8.0
93;Fêmea;21.0;233.0;1.2;8.4;9.3;8.5;5.2;23.5;24.4;15.6;7.5;6.0;4.3;4.0;25-06-2024;;156.0;77.0
94;Fêmea;21.0;238.0;1.5;8.7;6.5;7.9;2.7;23.5;24.0;16.7;5.5;5.0;3.5;4.0;25-06-2024;;213.0;25.0
95;Macho;21.0;174.0;1.3;7.9;6.5;7.5;3.5;21.5;20.5;15.3;5.6;4.4;3.4;3.4;25-06-2024;;134.0;40.0
96;Macho;21.0;293.0;1.2;8.1;7.0;10.0;5.0;20.5;20.1;15.5;6.0;7.0;4.5;3.4;25-06-2024;;147.0;146.0
97;Fêmea;21.0;232.0;1.3;8.4;8.2;9.2;3.5;23.1;22.0;15.0;5.3;5.0;3.3;3.4;25-06-2024;;171.0;61.0
98;Macho;21.0;184.0;1.2;7.8;7.0;7.6;3.4;18.1;17.3;13.7;4.1;4.2;3.2;3.5;25-06-2024;;142.0;42.0
99;Macho;21.0;186.0;;;;;;;;;;;;;25-06-2024;;162.0;24.0
100;Macho;21.0;324.0;1.5;8.8;6.3;9.2;;21.5;20.3;15.4;5.1;4.7;3.5;3.9;25-06-2024;;160.0;164.0
101;Fêmea;21.0;310.0;1.0;7.6;6.0;7.0;3.6;20.0;18.0;13.0;4.0;4.4;3.6;3.5;25-06-2024;;125.0;185.0
102;Fêmea;21.0;275.0;1.1;8.0;6.5;7.0;4.1;22.4;21.4;13.1;4.9;4.6;3.6;4.0;25-06-2024;;137.0;138.0
103;Macho;21.0;151.0;1.1;8.5;6.0;8.2;4.5;29.1;24.0;16.1;5.4;5.2;3.8;3.3;25-06-2024;;175.0;-24.0
104;Macho;21.0;276.0;1.8;8.9;7.0;11.4;5.6;21.7;22.1;15.6;5.3;6.3;3.6;4.1;25-06-2024;;206.0;70.0
105;Fêmea;21.0;200.0;1.1;8.1;6.0;9.6;5.0;25.0;24.6;15.0;6.5;7.0;4.3;4.7;25-06-2024;;179.0;21.0
106;Macho;21.0;327.0;1.0;7.5;5.0;5.5;3.5;18.0;17.5;12.0;3.5;3.0;3.0;3.0;25-06-2024;;142.0;185.0
107;Fêmea;21.0;260.0;1.5;8.2;6.0;7.0;3.5;23.0;22.7;16.8;4.5;5.0;3.3;4.0;25-06-2024;;168.0;92.0
108;Macho;21.0;309.0;1.5;8.1;5.8;8.5;2.2;21.0;13.5;14.6;4.7;4.6;4.2;3.5;25-06-2024;;141.0;168.0
109;Fêmea;21.0;256.0;1.2;9.2;6.0;9.2;3.3;23.1;16.5;16.0;5.5;5.1;4.0;5.0;25-06-2024;;209.0;47.0
110;Fêmea;21.0;124.0;1.3;8.0;6.0;8.0;4.0;23.5;21.0;17.0;4.5;5.5;3.5;3.6;25-06-2024;;163.0;-39.0
111;Macho;21.0;352.0;1.6;8.5;7.6;9.4;3.7;24.5;22.5;16.8;5.5;6.0;4.0;4.4;25-06-2024;;186.0;166.0
112;Fêmea;21.0;195.0;1.3;8.2;6.2;9.2;2.9;22.1;13.7;15.5;4.6;4.8;4.6;3.8;25-06-2024;;144.0;51.0
113;Macho;21.0;300.0;1.8;7.5;5.0;6.4;3.2;15.0;15.5;10.7;4.0;4.9;3.4;2.4;25-06-2024;;100.0;200.0
114;Macho;21.0;377.0;1.3;8.5;6.7;9.5;2.2;23.7;15.1;16.6;5.8;4.6;5.0;5.0;25-06-2024;;206.0;171.0
115;Fêmea;21.0;302.0;1.3;8.0;8.1;7.2;4.3;22.4;21.0;13.3;5.5;5.6;13.7;13.7;25-06-2024;;138.0;164.0
116;Fêmea;21.0;216.0;1.2;8.0;6.5;5.5;5.0;24.0;25.0;16.0;5.5;5.5;4.0;1.5;25-06-2024;;179.0;37.0
117;Macho;21.0;186.0;2.0;8.6;4.2;9.0;4.0;24.0;17.5;25.0;6.0;7.0;5.0;3.3;25-06-2024;;216.0;-30.0
118;Fêmea;21.0;246.0;1.8;8.4;5.7;11.6;6.0;23.1;21.6;15.8;5.9;6.4;4.3;4.2;25-06-2024;;176.0;70.0
119;Fêmea;21.0;284.0;1.5;8.1;6.1;7.8;4.2;23.9;20.5;13.4;6.0;6.3;3.9;4.4;25-06-2024;;161.0;123.0
120;;21.0;;1.4;7.7;6.2;7.5;4.0;20.0;20.0;13.5;4.1;3.6;3.1;4.6;25-06-2024;;143.0;
121;Macho;21.0;291.0;1.8;8.3;6.2;10.7;6.0;21.5;21.2;14.6;5.0;5.7;3.9;3.9;25-06-2024;;188.0;103.0
122;Macho;21.0;212.0;1.5;8.2;8.3;9.0;3.7;18.4;21.0;16.9;5.5;5.3;4.0;4.1;25-06-2024;;188.0;24.0
123;Fêmea;21.0;280.0;;;;;;;;;;;;;25-06-2024;;;
124;Fêmea;21.0;189.0;1.2;8.5;7.5;9.4;5.1;25.0;27.5;15.1;7.0;7.4;4.4;4.5;25-06-2024;;192.0;-3.0
125;Macho;21.0;258.0;1.4;8.1;8.4;7.5;3.5;210.0;20.2;13.9;5.1;4.8;4.1;4.1;25-06-2024;;147.0;111.0
126;Macho;21.0;287.0;1.6;8.5;6.0;8.5;5.0;22.5;21.0;16.0;5.0;5.6;3.8;4.0;25-06-2024;;167.0;120.0
127;Fêmea;21.0;235.0;1.6;7.5;4.6;9.3;5.4;21.0;17.8;13.0;4.7;5.0;3.3;3.1;25-06-2024;;110.0;125.0
128;Macho;21.0;366.0;1.8;8.1;7.0;8.7;4.1;21.8;19.6;17.0;6.2;5.0;3.5;4.2;25-06-2024;;185.0;181.0
129;Fêmea;21.0;214.0;1.1;8.6;8.0;8.5;3.5;23.3;13.2;15.5;4.0;6.5;4.4;3.7;25-06-2024;;170.0;44.0
130;Macho;21.0;281.0;1.2;8.0;7.5;9.0;4.4;21.6;21.0;15.0;5.0;6.0;3.6;3.5;25-06-2024;;159.0;122.0
131;Macho;21.0;214.0;1.5;9.0;7.5;9.5;6.4;26.5;24.7;16.2;7.5;8.0;4.1;5.1;25-06-2024;;211.0;3.0
132;Macho;21.0;209.0;1.6;8.4;6.5;10.4;3.4;22.1;20.6;14.8;6.1;4.1;3.8;3.9;25-06-2024;;142.0;67.0
133;Macho;21.0;321.0;1.3;8.0;6.5;8.5;4.3;22.0;23.2;15.0;5.0;4.5;3.4;3.6;25-06-2024;;163.0;158.0
134;Fêmea;21.0;263.0;1.2;8.0;6.5;8.7;5.2;23.0;21.9;13.5;6.1;7.3;4.0;4.0;25-06-2024;;133.0;130.0
135;Macho;21.0;322.0;1.4;8.0;7.1;7.5;4.0;20.7;19.3;14.0;4.5;4.8;4.3;3.5;25-06-2024;;145.0;177.0
136;Fêmea;21.0;318.0;1.6;8.9;7.5;9.5;6.1;24.0;25.7;15.5;7.0;7.5;4.5;5.0;25-06-2024;;184.0;134.0
137;Fêmea;21.0;280.0;1.5;8.5;8.2;12.7;4.0;22.5;21.5;16.0;5.9;6.0;3.5;4.3;25-06-2024;;187.0;93.0
138;Macho;21.0;305.0;1.3;8.9;8.0;8.9;6.0;29.5;27.0;15.8;6.6;7.5;4.6;5.2;25-06-2024;;193.0;112.0
139;Macho;21.0;245.0;1.3;8.5;8.4;8.6;4.6;27.4;26.7;15.5;7.5;7.8;4.6;4.6;25-06-2024;;177.0;68.0
140;Macho;21.0;141.0;2.0;8.1;6.3;12.0;6.4;22.5;22.1;15.0;5.7;6.5;4.3;3.8;25-06-2024;;205.0;-64.0
141;Macho;21.0;320.0;1.6;8.5;6.5;9.5;4.0;23.5;19.0;19.4;6.0;6.0;4.0;4.2;25-06-2024;;182.0;138.0
142;Macho;21.0;304.0;1.3;8.4;5.4;6.1;2.7;20.6;14.5;15.1;5.1;5.2;4.0;3.9;25-06-2024;;148.0;156.0
143;Fêmea;21.0;365.0;1.0;7.8;4.6;4.5;4.0;18.0;17.5;12.0;3.0;4.5;2.5;3.0;25-06-2024;;122.0;243.0
144;Fêmea;21.0;363.0;1.5;8.3;8.5;8.7;4.5;21.0;22.5;16.5;5.0;6.5;5.0;4.2;25-06-2024;;184.0;179.0
145;Macho;21.0;170.0;1.4;8.7;8.5;9.1;5.2;26.4;26.5;15.0;6.9;6.0;4.7;4.6;25-06-2024;;178.0;-8.0
146;Fêmea;21.0;295.0;1.1;8.5;8.0;9.8;6.1;25.0;26.5;17.0;7.1;7.9;4.9;4.7;25-06-2024;;220.0;75.0
147;Macho;21.0;238.0;1.5;8.6;6.2;8.2;2.7;25.1;16.1;16.7;5.4;5.6;4.5;4.1;25-06-2024;;201.0;37.0
148;Macho;21.0;276.0;1.0;8.0;8.0;6.5;4.3;20.0;18.4;12.5;5.0;6.0;3.0;4.0;25-06-2024;;117.0;159.0
149;Macho;21.0;250.0;1.4;8.2;5.4;8.3;3.0;23.0;14.9;15.6;5.5;5.1;4.6;3.5;25-06-2024;;166.0;84.0
150;Fêmea;21.0;229.0;1.6;7.9;5.8;10.6;5.2;20.9;22.1;14.6;5.4;5.8;4.0;3.8;25-06-2024;;147.0;82.0
151;Fêmea;21.0;264.0;1.4;8.5;8.2;8.8;4.8;22.0;22.5;15.5;4.1;6.1;4.3;4.1;25-06-2024;;181.0;83.0
152;Macho;21.0;289.0;1.5;8.5;6.6;11.8;3.7;20.0;21.7;15.5;5.4;4.6;3.8;3.9;25-06-2024;;146.0;143.0
153;Fêmea;21.0;247.0;1.3;8.1;7.5;8.2;3.1;22.1;13.4;14.0;5.0;5.0;4.1;3.9;25-06-2024;;164.0;83.0
154;Macho;21.0;250.0;1.3;8.0;5.6;9.8;3.5;23.1;14.4;15.6;4.5;5.3;5.0;4.0;25-06-2024;;175.0;75.0
155;Macho;21.0;216.0;1.8;8.2;4.6;8.7;4.7;21.5;20.3;16.3;6.7;6.0;5.0;3.2;25-06-2024;;208.0;8.0
156;Macho;21.0;303.0;;;;;;;;;;;;;25-06-2024;;176.0;127.0
157;Macho;21.0;318.0;1.1;8.2;8.3;9.0;4.3;21.3;22.5;13.5;4.4;6.3;4.1;4.8;25-06-2024;;155.0;163.0
158;Macho;21.0;216.0;2.0;7.9;4.3;8.2;4.8;20.3;20.0;13.1;5.5;6.0;4.4;3.9;25-06-2024;;154.0;62.0
159;Macho;21.0;233.0;1.8;8.2;8.2;10.4;4.3;22.6;20.2;16.1;6.8;6.9;5.4;3.4;25-06-2024;;182.0;51.0
160;Fêmea;21.0;310.0;1.4;8.5;6.3;9.2;3.4;24.2;19.4;16.9;6.4;5.7;4.9;3.9;25-06-2024;;180.0;130.0
161;Macho;21.0;238.0;1.6;7.9;5.1;10.6;5.4;21.6;20.6;13.7;5.5;5.8;4.0;3.5;25-06-2024;;126.0;112.0
162;Macho;21.0;268.0;1.7;8.4;8.8;8.5;4.0;22.7;18.0;15.7;5.0;4.7;3.9;3.5;25-06-2024;;135.0;133.0
163;Macho;21.0;208.0;1.5;7.3;5.7;7.1;3.0;22.6;17.5;15.4;5.7;5.2;4.6;4.0;25-06-2024;;182.0;26.0
164;Fêmea;21.0;369.0;1.5;8.6;7.4;8.5;3.5;22.6;22.5;16.0;4.5;5.6;3.5;3.7;25-06-2024;;171.0;198.0
165;Macho;21.0;273.0;1.5;8.2;8.0;8.5;5.0;23.4;23.4;14.5;5.1;6.5;4.5;3.8;25-06-2024;;163.0;110.0
166;Fêmea;21.0;319.0;1.5;8.2;6.5;7.7;4.5;21.5;19.5;14.5;5.5;5.3;3.7;4.2;25-06-2024;;132.0;187.0
167;Macho;21.0;302.0;2.0;8.5;6.0;10.0;5.0;23.0;24.0;17.4;6.0;7.0;5.0;4.3;25-06-2024;;226.0;76.0
168;Macho;21.0;263.0;1.3;8.5;8.1;11.6;4.0;22.2;21.6;15.6;6.0;6.1;4.5;3.6;25-06-2024;;171.0;92.0
169;Macho;21.0;271.0;1.4;8.5;7.5;9.0;5.5;25.9;24.8;16.2;7.8;7.8;4.5;4.7;25-06-2024;;186.0;85.0
170;Fêmea;21.0;350.0;1.7;8.9;8.7;9.0;5.7;25.5;22.5;15.4;7.5;7.0;4.5;5.9;25-06-2024;;197.0;153.0
171;Macho;21.0;319.0;1.5;8.0;7.3;9.0;4.2;22.8;22.0;15.5;6.4;6.0;3.8;4.5;25-06-2024;;170.0;149.0
172;Macho;21.0;336.0;1.3;8.2;8.0;7.5;4.3;21.6;23.5;13.7;4.4;6.5;3.9;4.0;25-06-2024;;151.0;185.0
173;Macho;21.0;241.0;1.4;8.5;6.8;12.0;5.8;26.0;24.5;18.0;6.8;6.0;4.4;3.6;25-06-2024;;215.0;26.0
174;Macho;21.0;277.0;1.4;8.6;9.0;5.0;22.3;24.8;17.3;5.3;6.5;4.0;3.1;;25-06-2024;;186.0;91.0
175;Fêmea;21.0;299.0;1.5;8.5;5.6;6.2;3.0;22.6;15.7;17.1;4.2;4.3;4.0;4.1;25-06-2024;;189.0;110.0
176;Macho;21.0;299.0;1.5;7.8;6.0;8.2;4.0;21.5;20.0;15.0;4.3;5.3;4.0;4.0;25-06-2024;;178.0;121.0
