ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
177;Macho;21.0;195.0;1.4;8.2;7.3;9.5;5.1;22.5;23.5;15.5;6.5;7.5;4.1;4.5;25-06-2024;;159.0;36.0
178;Macho;21.0;316.0;1.4;8.4;8.5;8.6;4.6;21.7;20.4;15.0;5.0;6.3;4.6;4.0;25-06-2024;;181.0;135.0
179;Macho;21.0;264.0;11.4;8.3;9.4;9.3;4.5;21.7;23.6;15.4;5.3;6.5;4.5;4.0;25-06-2024;;180.0;84.0
180;Fêmea;21.0;250.0;1.3;8.0;6.0;7.0;4.0;19.2;19.0;13.5;4.0;4.4;3.3;3.3;25-06-2024;;147.0;103.0
181;Macho;21.0;342.0;1.2;7.8;7.9;9.6;4.1;22.3;16.1;17.1;4.3;6.1;4.8;3.2;25-06-2024;;82.0;260.0
182;Macho;21.0;294.0;2.2;8.1;6.0;8.7;4.5;23.0;21.0;15.0;5.0;5.0;3.2;3.7;25-06-2024;;191.0;103.0
183;Macho;21.0;289.0;1.7;8.2;7.3;10.8;5.2;22.5;22.4;14.0;5.2;5.9;4.1;3.6;25-06-2024;;228.0;61.0
184;Fêmea;21.0;77.0;1.6;8.4;6.4;10.6;3.7;21.7;21.5;17.8;6.8;6.1;4.4;3.9;25-06-2024;;175.0;-98.0
185;Fêmea;21.0;256.0;1.4;8.3;6.9;8.5;3.3;21.5;15.1;16.3;5.6;5.0;5.5;5.2;25-06-2024;;173.0;83.0
186;Macho;21.0;288.0;1.5;8.5;7.0;9.0;4.5;22.0;25.3;6.5;5.5;7.0;4.0;4.6;25-06-2024;;55.0;233.0
187;Macho;21.0;330.0;1.3;6.9;3.9;7.1;4.0;16.4;16.2;9.8;3.6;4.2;2.4;2.0;25-06-2024;;158.0;172.0
188;Macho;21.0;251.0;1.3;8.1;8.0;7.7;4.6;21.8;20.5;14.4;3.9;5.9;3.6;3.7;25-06-2024;;187.0;64.0
189;Fêmea;21.0;240.0;1.3;8.3;10.5;9.0;4.5;26.0;24.3;14.9;77.2;6.7;4.4;5.0;25-06-2024;;197.0;43.0
190;Macho;21.0;332.0;1.3;8.6;9.2;9.5;4.6;24.7;22.0;16.1;5.0;6.0;4.4;4.2;25-06-2024;;178.0;154.0
191;Macho;21.0;353.0;1.3;8.0;6.2;8.0;4.0;22.5;22.5;14.0;5.0;5.0;3.0;4.0;25-06-2024;;172.0;181.0
192;Fêmea;21.0;178.0;1.2;8.1;8.0;8.0;4.4;21.8;22.0;14.4;4.7;5.1;3.8;4.2;25-06-2024;;209.0;-31.0
193;Macho;21.0;320.0;1.5;8.9;7.1;9.0;6.0;28.7;26.0;16.0;7.0;7.1;4.5;4.6;25-06-2024;;180.0;140.0
194;Fêmea;21.0;305.0;1.4;8.0;8.0;10.0;5.0;27.0;24.0;18.0;5.5;4.0;4.0;3.8;25-06-2024;;195.0;110.0
195;Fêmea;21.0;276.0;1.2;8.5;8.0;9.7;4.8;20.8;21.5;16.6;5.9;6.1;5.2;4.6;25-06-2024;;139.0;137.0
196;Macho;21.0;275.0;1.5;8.0;5.5;7.5;4.0;20.5;19.8;12.0;5.5;6.6;13.5;4.4;25-06-2024;;192.0;83.0
197;Fêmea;21.0;243.0;1.5;7.9;6.1;11.3;5.0;24.3;22.7;16.1;5.3;5.9;3.9;3.7;25-06-2024;;174.0;69.0
198;Macho;21.0;250.0;1.4;7.7;6.5;8.9;4.6;21.0;20.5;17.5;4.8;5.2;3.5;4.3;25-06-2024;;184.0;66.0
199;Macho;21.0;;;;;;;;;;;;;;25-06-2024;;172.0;
200;Fêmea;21.0;338.0;1.4;8.6;5.3;7.5;4.2;21.2;22.0;15.8;4.5;6.0;4.0;3.4;25-06-2024;;154.0;184.0
201;Macho;21.0;237.0;1.9;8.0;7.5;10.1;5.0;22.5;20.4;14.5;4.3;6.5;4.1;3.6;25-06-2024;;146.0;91.0
202;Macho;21.0;370.0;1.3;8.0;8.2;8.6;4.4;22.4;21.6;15.0;4.3;6.4;4.5;3.8;25-06-2024;;152.0;218.0
203;Fêmea;21.0;286.0;;;;;;;;;;;;;25-06-2024;;216.0;70.0
204;Fêmea;21.0;293.0;1.2;8.5;5.6;6.2;3.0;22.6;16.1;16.5;5.1;5.3;4.2;4.2;25-06-2024;;195.0;98.0
205;Macho;21.0;270.0;1.3;8.1;9.0;9.4;4.6;19.6;21.5;14.3;4.5;6.0;4.7;4.0;25-06-2024;;152.0;118.0
206;Macho;21.0;318.0;1.5;8.5;9.0;10.4;5.2;23.0;23.0;16.5;5.7;6.5;4.1;4.6;25-06-2024;;216.0;102.0
207;Macho;21.0;20.0;1.4;8.7;5.8;6.3;2.9;22.2;15.1;15.5;5.0;4.8;4.4;4.0;25-06-2024;;174.0;-154.0
208;Macho;21.0;327.0;1.5;8.7;7.5;9.1;5.0;26.5;27.5;13.8;7.0;7.8;4.5;5.0;25-06-2024;;89.0;238.0
209;Fêmea;21.0;234.0;1.7;8.1;7.0;9.0;3.3;21.5;20.9;16.5;4.8;6.0;3.7;4.8;25-06-2024;;187.0;47.0
210;Fêmea;21.0;;1.5;8.0;7.0;9.0;4.0;24.1;24.0;16.0;5.0;5.5;3.8;3.6;25-06-2024;;132.0;
211;Fêmea;21.0;260.0;1.3;8.0;7.0;7.4;4.0;20.5;21.5;13.5;4.5;4.0;3.3;3.6;25-06-2024;;212.0;48.0
212;Macho;21.0;243.0;1.5;8.6;9.0;8.8;4.5;23.4;23.0;14.7;4.6;6.5;4.5;4.7;25-06-2024;;188.0;55.0
213;Fêmea;21.0;291.0;1.6;8.5;7.4;9.4;4.5;23.5;29.9;18.4;5.4;5.6;3.9;3.8;25-06-2024;;179.0;112.0
214;Macho;21.0;324.0;1.4;8.6;7.0;9.3;4.2;22.9;22.1;16.8;4.5;5.2;4.1;3.7;25-06-2024;;183.0;141.0
215;Fêmea;21.0;325.0;;;;;;;;;;;;;25-06-2024;;199.0;126.0
216;Fêmea;21.0;246.0;1.4;8.5;6.1;7.0;2.5;23.2;15.5;14.7;4.4;4.5;4.7;4.0;25-06-2024;;171.0;75.0
217;Fêmea;21.0;246.0;1.8;8.1;5.5;10.8;5.7;20.8;21.7;14.0;4.8;5.0;3.4;4.0;25-06-2024;;148.0;98.0
218;Macho;21.0;216.0;1.5;8.4;8.5;8.6;4.6;22.4;23.0;16.0;4.2;6.4;3.5;4.0;25-06-2024;;183.0;33.0
219;Fêmea;21.0;202.0;1.9;8.8;5.9;12.2;6.3;24.6;22.9;16.0;6.2;6.7;4.2;4.2;25-06-2024;;199.0;3.0
220;Macho;21.0;325.0;1.3;8.5;6.0;7.2;3.0;24.5;14.5;15.3;4.0;4.5;3.3;4.0;25-06-2024;;201.0;124.0
221;Macho;21.0;266.0;1.4;8.4;6.6;9.0;5.5;23.0;22.6;13.8;6.3;6.4;4.0;4.1;25-06-2024;;142.0;124.0
222;Macho;21.0;339.0;1.3;8.3;6.3;8.5;2.1;21.8;14.1;14.6;5.0;4.2;4.1;3.3;25-06-2024;;143.0;196.0
223;Macho;21.0;272.0;1.5;8.0;5.5;8.9;4.5;22.0;20.5;15.0;4.5;6.0;3.5;4.0;25-06-2024;;131.0;141.0
224;Fêmea;21.0;220.0;1.3;8.4;9.0;9.3;4.8;20.6;25.2;15.1;5.9;6.0;4.0;3.6;25-06-2024;;177.0;43.0
225;Macho;21.0;307.0;1.7;8.3;6.0;11.4;4.9;22.0;23.2;16.0;4.8;6.9;4.1;3.7;25-06-2024;;194.0;113.0
226;Macho;21.0;266.0;1.4;8.3;5.3;8.9;3.3;22.5;14.8;15.5;4.0;5.0;4.8;4.1;25-06-2024;;162.0;104.0
227;Fêmea;21.0;255.0;1.5;8.7;7.9;9.5;5.1;27.5;27.0;17.3;6.4;7.9;4.2;5.1;25-06-2024;;190.0;65.0
228;Fêmea;21.0;301.0;1.4;8.0;7.6;8.7;4.4;22.6;21.2;15.2;5.0;5.8;3.8;3.9;25-06-2024;;155.0;146.0
229;Macho;21.0;216.0;1.3;8.3;6.5;8.0;5.0;2.5;22.4;14.0;6.2;6.0;4.0;4.9;25-06-2024;;174.0;42.0
230;Macho;21.0;264.0;1.3;8.0;6.2;7.1;2.5;22.5;13.5;16.0;6.0;5.2;4.0;4.0;25-06-2024;;182.0;82.0
*190;Macho;21.0;323.0;1.4;8.1;6.0;8.0;4.0;21.0;19.0;17.0;5.0;4.6;3.5;4.4;25-06-2024;;;
*208;Macho;21.0;322.0;1.4;8.6;8.0;9.2;5.7;27.5;24.5;26.0;6.9;6.9;4.5;4.4;25-06-2024;;186.0;136.0
*56;Fêmea;21.0;307.0;1.6;8.4;6.6;10.4;5.6;50.4;21.6;13.9;5.1;5.4;4.0;3.8;25-06-2024;;;
*9;Macho;21.0;261.0;1.5;8.5;5.0;6.6;3.6;1.9;19.5;15.0;5.0;5.0;3.6;2.8;25-06-2024;;;
