ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
12;Macho;14.0;154.0;1.7;7.5;6.5;7.0;3.0;19.5;11.0;13.0;4.8;5.5;3.0;3.8;18-06-2024;;73.0;81.0
13;Macho;14.0;226.0;2;8.5;7.4;7.4;5.3;20.7;19.5;14.5;5.6;5.9;3.8;4.3;18-06-2024;;100.0;126.0
14;Macho;14.0;156.0;1.4;7.0;5.6;8.1;3.1;19.5;14.7;13.2;4.8;5.4;4.0;3.0;18-06-2024;;73.0;83.0
15;Macho;14.0;193.0;1.4;8.0;8.0;7.5;3.0;22.0;13.0;14.0;4.0;5.0;3.5;4.0;18-06-2024;;95.0;98.0
16;Macho;14.0;187.0;1.8;7.3;6.5;7.5;4.8;18.0;17.0;13.0;5.0;5.3;4.3;3.5;18-06-2024;;91.0;96.0
17;Fêmea;14.0;138.0;1.4;6.9;4.4;9.1;4.4;19.1;15.9;12.9;4.8;4.8;2.9;2.7;18-06-2024;;67.0;71.0
18;Fêmea;14.0;215.0;2.3;8.4;7.2;7.3;5.6;21.3;20.4;13.8;5.3;6.8;4.4;4.6;18-06-2024;;96.0;119.0
19;Macho;14.0;127.0;1.6;7.6;4.9;7.3;3.4;17.3;17.6;10.9;4.0;3.8;2.7;2.9;18-06-2024;;71.0;56.0
20;Macho;14.0;145.0;2.3;6.9;8.1;7.2;4.3;17.8;16.6;12.0;4.3;5.9;4.4;4.1;18-06-2024;;78.0;67.0
21;Fêmea;14.0;157.0;2.4;7.9;7.8;7.0;4.8;17.8;16.0;17.0;4.5;5.5;4.2;4.1;18-06-2024;;73.0;84.0
22;Fêmea;14.0;179.0;1.5;7.0;4.5;5.4;2.5;15.5;9.5;9.0;3.3;3.3;3.3;3.4;18-06-2024;;81.0;98.0
23;Macho;14.0;149.0;2.1;7.7;8.0;7.5;5.0;16.5;17.0;14.5;3.8;5.4;4.1;4.2;18-06-2024;;76.0;73.0
24;Macho;14.0;140.0;1.3;7.6;4.4;8.2;3.9;19.0;17.0;11.0;4.0;4.6;3.4;3.1;18-06-2024;;79.0;61.0
25;Macho;14.0;149.0;1.5;7.6;6.0;7.5;2.5;18.0;11.0;12.5;4.0;5.0;3.5;4.0;18-06-2024;;79.0;70.0
26;Macho;14.0;162.0;1.7;8.0;7.0;7.0;3.0;21.0;12.0;13.0;5.0;5.2;4.0;4.2;18-06-2024;;81.0;81.0
28;Fêmea;14.0;72.0;1.6;7.7;4.3;10.5;4.8;18.7;18.4;12.6;4.9;5.0;3.5;2.9;18-06-2024;;77.0;-5.0
29;Fêmea;14.0;154.0;1.3;7.8;6.0;6.5;3.0;19.0;10.5;12.0;3.5;5.0;3.5;3.5;18-06-2024;;74.0;80.0
30;Fêmea;14.0;135.0;1.6;8.2;6.8;7.0;4.0;18.8;19.5;13.2;4.3;4.8;13.5;3.7;18-06-2024;;79.0;56.0
31;Macho;14.0;156.0;1.1;5.8;5.0;5.9;3.8;16.6;14.4;12.8;3.6;3.7;3.4;2.8;18-06-2024;;71.0;85.0
32;Fêmea;14.0;135.0;1.8;8.8;4.7;9.2;4.7;18.9;18.7;13.2;4.6;5.2;3.6;3.1;18-06-2024;;90.0;45.0
33;Fêmea;14.0;198.0;2.2;7.3;8.1;8.8;5.4;19.2;18.0;13.9;4.2;5.5;4.8;4.5;18-06-2024;;88.0;110.0
34;Fêmea;14.0;145.0;1.1;7.6;5.4;7.7;3.8;18.6;16.4;12.5;5.0;5.4;4.9;3.6;18-06-2024;;83.0;62.0
35;Macho;14.0;177.0;1.4;6.3;4.2;9.3;4.1;17.1;18.4;11.0;4.3;5.1;3.5;3.0;18-06-2024;;68.0;109.0
36;Fêmea;14.0;145.0;1.4;7.3;5.3;9.0;4.5;18.8;18.1;12.2;4.3;4.9;2.9;2.7;18-06-2024;;79.0;66.0
37;Macho;14.0;152.0;1.5;8.0;7.0;7.5;3.5;19.0;18.0;12.0;4.5;3.5;3.0;3.8;18-06-2024;;87.0;65.0
38;Macho;14.0;166.0;1.6;7.6;7.0;7.0;3.5;19.0;12.0;13.5;4.5;5.0;4.0;3.5;18-06-2024;;71.0;95.0
39;Fêmea;14.0;155.0;1.8;8.2;6.6;7.2;4.2;19.4;19.0;13.1;4.4;4.8;4.0;4.2;18-06-2024;;83.0;72.0
40;Macho;14.0;165.0;1.8;8.1;4.5;6.5;3.0;21.8;21.5;16.7;6.0;4.9;3.8;3.0;18-06-2024;;93.0;72.0
41;Macho;14.0;203.0;1.7;7.8;7.5;7.0;3.5;20.5;20.3;13.5;5.3;4.7;3.5;3.7;18-06-2024;;74.0;129.0
42;Macho;14.0;159.0;1.5;5.0;8.0;5.6;2.8;19.0;15.1;14.7;4.3;5.3;4.2;3.3;18-06-2024;;90.0;69.0
43;Fêmea;14.0;179.0;1.4;7.3;5.0;9.3;3.7;18.0;18.3;13.0;4.8;4.5;3.3;3.2;18-06-2024;;94.0;85.0
44;Macho;14.0;197.0;1.1;7.5;6.0;7.0;4.0;18.0;17.5;13.5;4.3;5.0;3.0;3.0;18-06-2024;;88.0;109.0
45;Fêmea;14.0;177.0;1.6;7.6;4.4;10.0;4.5;19.0;20.0;12.2;4.6;5.4;3.3;3.2;18-06-2024;;88.0;89.0
46;Macho;14.0;203.0;2.9;6.5;8.9;6.9;5.3;15.7;15.9;16.3;3.4;5.3;3.9;3.5;18-06-2024;;84.0;119.0
47;Fêmea;14.0;168.0;1.1;6.7;7.2;6.3;3.6;19.6;18.3;11.9;3.8;4.7;2.9;3.1;18-06-2024;;83.0;85.0
48;Macho;14.0;189.0;;;;;;;;;;;;;18-06-2024;;32.0;157.0
49;Fêmea;14.0;192.0;1.4;8.0;7.6;8.4;4.5;20.2;21.0;13.9;4.5;5.1;4.1;4.3;18-06-2024;;96.0;96.0
50;Macho;14.0;;;;;;;;;;;;;;18-06-2024;;34.0;
51;Macho;14.0;151.0;1.3;7.2;7.0;6.5;4.0;17.1;16.0;12.0;4.3;4.0;3.3;3.5;18-06-2024;;69.0;82.0
52;Macho;14.0;186.0;1.7;7.5;7.0;8.0;4.0;21.0;19.0;15.0;5.5;4.5;3.3;3.5;18-06-2024;;90.0;96.0
53;Fêmea;14.0;152.0;1.8;7.5;4.3;9.3;4.1;19.2;18.4;11.1;4.7;5.4;4.6;2.7;18-06-2024;;69.0;83.0
54;Fêmea;14.0;164.0;1.5;7.5;6.5;7.5;3.5;17.0;17.0;13.0;4.0;4.3;3.4;3.7;18-06-2024;;78.0;86.0
55;Macho;14.0;164.0;-;;;;;;;;;;;;18-06-2024;;44.0;120.0
56;Macho;14.0;163.0;1.1;7.7;8.0;6.8;4.9;20.9;19.5;11.2;5.7;6.3;3.4;3.3;18-06-2024;;85.0;78.0
57;Macho;14.0;164.0;1.6;7.2;5.3;9.2;4.0;18.9;19.1;11.9;4.8;5.5;3.9;2.9;18-06-2024;;75.0;89.0
58;Macho;14.0;169.0;1.2;7.5;8.3;6.9;4.3;22.0;21.0;11.8;5.1;5.3;4.0;3.6;18-06-2024;;79.0;90.0
59;Fêmea;14.0;189.0;1.4;7.9;4.8;9.1;4.2;19.6;18.3;13.0;4.9;5.2;3.2;3.0;18-06-2024;;92.0;97.0
60;Fêmea;14.0;162.0;1;7.5;6.0;7.0;3.4;18.0;18.1;13.0;4.5;5.0;3.3;3.2;18-06-2024;;70.0;92.0
61;Macho;14.0;166.0;1.2;7.5;6.0;7.0;4.0;18.0;17.0;14.0;4.0;4.0;3.0;3.5;18-06-2024;;85.0;81.0
62;Macho;14.0;190.0;1.5;8.0;7.2;15.7;3.0;19.6;15.0;13.6;4.5;6.0;4.0;3.5;18-06-2024;;100.0;90.0
63;Macho;14.0;199.0;1.5;8.0;7.5;7.0;3.0;21.5;13.0;12.5;6.0;6.5;4.0;3.8;18-06-2024;;92.0;107.0
64;Fêmea;14.0;171.0;1.5;7.5;7.0;7.0;3.5;18.5;17.5;14.0;5.0;5.0;4.0;3.5;18-06-2024;;78.0;93.0
65;Macho;14.0;165.0;1.4;7.9;7.0;6.5;3.5;21.0;13.0;14.0;5.0;6.0;3.5;3.5;18-06-2024;;90.0;75.0
66;Fêmea;14.0;170.0;1.5;7.5;5.5;6.5;4.5;19.0;17.0;14.0;4.5;4.2;3.3;3.3;18-06-2024;;82.0;88.0
67;Fêmea;14.0;184.0;2.3;8.6;6.3;7.4;5.4;19.3;16.2;12.8;5.3;6.2;4.5;4.6;18-06-2024;;91.0;93.0
68;Fêmea;14.0;188.0;1.5;7.9;7.0;7.5;3.0;21.0;14.5;13.5;5.0;6.0;3.0;3.3;18-06-2024;;92.0;96.0
69;Fêmea;14.0;172.0;1.5;7.7;6.0;6.0;3.0;21.0;14.0;14.0;3.0;5.5;3.5;4.0;18-06-2024;;82.0;90.0
70;Macho;14.0;158.0;1.2;7.6;5.0;8.6;3.5;17.6;17.4;11.4;46.0;4.5;3.9;2.7;18-06-2024;;84.0;74.0
71;Macho;14.0;179.0;1.5;8.0;6.9;7.0;4.8;19.7;17.8;13.5;4.6;5.0;3.5;3.8;18-06-2024;;77.0;102.0
72;Macho;14.0;210.0;1.3;8.0;5.5;8.0;3.4;17.3;17.0;14.5;4.6;5.0;3.2;3.4;18-06-2024;;94.0;116.0
73;Macho;14.0;146.0;1.3;7.2;4.7;6.0;3.0;18.0;18.0;13.5;3.8;4.5;3.0;3.5;18-06-2024;;74.0;72.0
74;Fêmea;14.0;161.0;1.5;8.0;7.5;8.0;4.0;18.0;15.0;13.4;5.0;4.5;4.0;3.4;18-06-2024;;80.0;81.0
75;Fêmea;14.0;162.0;1;8.0;7.5;10.4;3.1;19.9;20.3;12.9;6.1;6.5;4.0;4.1;18-06-2024;;76.0;86.0
76;Fêmea;14.0;179.0;1.5;7.5;6.5;7.5;3.5;21.5;21.0;16.0;5.0;4.5;3.0;3.0;18-06-2024;;85.0;94.0
77;Macho;14.0;180.0;1.3;7.8;6.5;8.0;4.0;22.0;18.5;14.0;4.5;5.5;3.5;3.3;18-06-2024;;91.0;89.0
78;Fêmea;14.0;182.0;1.7;7.9;6.6;7.8;4.1;18.7;19.7;13.8;5.1;4.8;3.3;3.7;18-06-2024;;83.0;99.0
79;Macho;14.0;174.0;1.6;7.9;8.0;6.9;3.0;20.5;19.0;14.0;4.5;5.0;4.0;4.0;18-06-2024;;96.0;78.0
80;Macho;14.0;167.0;1.5;8.0;6.0;7.0;4.0;18.0;17.0;13.5;4.0;5.0;3.0;3.5;18-06-2024;;80.0;87.0
81;Macho;14.0;205.0;1.5;7.8;7.0;6.5;3.0;21.0;14.0;13.9;4.3;5.0;4.0;4.3;18-06-2024;;98.0;107.0
82;Macho;14.0;180.0;1.4;7.4;5.3;9.4;4.6;20.0;18.1;12.5;4.1;5.0;3.6;3.1;18-06-2024;;89.0;91.0
83;Macho;14.0;151.0;1.7;7.5;7.0;3.7;7.9;20.3;12.3;12.0;5.0;5.0;3.7;4.2;18-06-2024;;81.0;70.0
84;Macho;14.0;212.0;1.5;7.7;5.0;8.7;4.1;20.4;18.4;12.5;5.2;5.8;3.7;3.0;18-06-2024;;103.0;109.0
85;Fêmea;14.0;195.0;1;8.0;6.0;7.5;4.0;18.5;17.0;15.5;4.5;4.0;3.3;3.5;18-06-2024;;83.0;112.0
86;Macho;14.0;98.0;1.4;7.3;5.3;7.0;3.8;14.9;15.5;9.4;3.1;4.2;2.7;2.3;18-06-2024;;47.0;51.0
87;Fêmea;14.0;93.0;1.4;6.8;4.6;8.5;4.3;17.1;16.5;9.5;4.3;4.0;2.6;2.3;18-06-2024;;44.0;49.0
88;Fêmea;14.0;145.0;1.5;7.8;5.4;8.7;3.8;17.9;17.7;11.5;4.5;4.8;3.0;2.8;18-06-2024;;80.0;65.0
89;Fêmea;14.0;180.0;1.5;7.4;7.0;6.8;3.0;19.5;13.0;14.0;5.0;4.0;3.7;3.7;18-06-2024;;80.0;100.0
90;Fêmea;14.0;169.0;1.4;8.0;5.5;6.0;2.6;18.0;13.5;14.0;5.0;5.0;3.3;2.8;18-06-2024;;73.0;96.0
91;Fêmea;14.0;108.0;1.3;6.7;5.4;5.4;2.9;14.4;14.0;10.7;3.9;3.9;4.1;3.2;18-06-2024;;64.0;44.0
92;Macho;14.0;187.0;1.4;7.7;6.0;7.1;3.2;19.5;13.0;13.2;4.6;5.0;4.5;3.3;18-06-2024;;97.0;90.0
93;Macho;14.0;156.0;1.3;7.5;6.0;6.5;4.0;17.0;16.0;12.0;4.0;4.0;3.0;3.5;18-06-2024;;75.0;81.0
94;Fêmea;14.0;213.0;1;7.2;7.9;6.6;5.1;20.0;19.2;13.2;3.5;5.6;4.2;4.3;18-06-2024;;104.0;109.0
95;Fêmea;14.0;134.0;1.3;6.7;4.7;6.6;2.7;17.9;14.8;10.6;4.4;5.3;3.4;3.5;18-06-2024;;74.0;60.0
96;Fêmea;14.0;147.0;1.2;7.5;7.6;6.7;2.7;17.5;16.5;12.0;5.0;5.14;3.0;3.4;18-06-2024;;71.0;76.0
97;Fêmea;14.0;171.0;1.7;8.0;6.0;7.0;4.6;20.5;18.2;13.4;5.8;5.7;3.2;3.7;18-06-2024;;86.0;85.0
98;Macho;14.0;142.0;1.8;7.8;7.2;6.3;4.0;18.9;19.9;12.5;5.2;4.0;3.1;3.2;18-06-2024;;81.0;61.0
99;Macho;14.0;162.0;1.3;8.0;6.0;6.0;4.0;18.5;16.5;14.0;5.0;5.5;3.0;3.5;18-06-2024;;77.0;85.0
100;Fêmea;14.0;160.0;;;;;;;;;;;;;18-06-2024;;94.0;66.0
101;Macho;14.0;125.0;1.5;7.8;6.0;6.5;3.0;17.0;18.0;11.5;3.2;4.8;3.5;3.3;18-06-2024;;85.0;40.0
102;Macho;14.0;137.0;1.6;8.0;6.7;7.0;4.0;20.1;20.0;12.3;3.8;4.5;3.3;3.6;18-06-2024;;88.0;49.0
103;Macho;14.0;175.0;1.1;7.2;8.1;7.3;4.0;20.3;20.4;12.3;5.0;6.4;3.6;3.9;18-06-2024;;85.0;90.0
104;Fêmea;14.0;206.0;1.3;7.5;5.5;7.8;3.5;20.5;18.5;13.5;5.5;5.0;3.0;3.0;18-06-2024;;98.0;108.0
105;Fêmea;14.0;179.0;1.8;8.0;7.0;7.5;3.0;20.0;12.0;13.5;4.0;6.0;3.0;3.7;18-06-2024;;83.0;96.0
106;Macho;14.0;142.0;1.4;7.4;4.2;7.0;3.0;18.7;9.5;11.3;3.5;4.5;3.5;3.7;18-06-2024;;77.0;65.0
107;Macho;14.0;168.0;1.5;7.7;5.2;8.5;3.1;18.8;18.3;12.0;4.3;4.1;3.5;3.1;18-06-2024;;86.0;82.0
108;Fêmea;14.0;141.0;1.8;7.6;6.1;7.0;3.5;19.5;14.0;13.3;4.3;5.5;3.2;3.5;18-06-2024;;70.0;71.0
109;Macho;14.0;209.0;1.2;8.0;6.0;8.0;3.0;20.0;18.0;12.5;5.0;4.0;3.0;3.5;18-06-2024;;92.0;117.0
110;Fêmea;14.0;163.0;1;7.5;6.5;7.0;3.1;18.9;19.8;12.2;4.2;3.8;3.3;3.4;18-06-2024;;82.0;81.0
111;Macho;14.0;186.0;1.6;7.4;5.2;8.7;3.8;18.6;19.1;13.0;4.7;5.5;3.4;3.1;18-06-2024;;89.0;97.0
112;Fêmea;14.0;144.0;1.2;7.3;7.0;7.3;3.2;20.0;11.0;12.0;4.0;4.5;3.0;3.5;18-06-2024;;66.0;78.0
113;Fêmea;14.0;100.0;1.4;7.2;4.1;8.5;3.9;16.4;14.7;9.9;4.4;4.0;2.6;2.4;18-06-2024;;53.0;47.0
114;Macho;14.0;206.0;1.5;8.8;6.5;6.0;3.2;20.0;15.6;12.6;5.0;5.1;4.3;4.0;18-06-2024;;94.0;112.0
115;Fêmea;14.0;138.0;1.6;7.7;6.6;7.8;3.8;18.8;17.7;12.5;4.7;4.5;3.0;3.6;18-06-2024;;83.0;55.0
116;Macho;14.0;179.0;1.6;8.1;4.8;9.2;4.5;19.1;19.3;12.8;4.7;5.3;3.8;3.2;18-06-2024;;85.0;94.0
117;Macho;14.0;216.0;1.3;8.1;7.5;7.7;5.0;21.3;20.5;14.2;4.6;5.4;3.7;4.2;18-06-2024;;102.0;114.0
118;Fêmea;14.0;176.0;;;;;;;;;;;;;18-06-2024;;80.0;96.0
119;Fêmea;14.0;161.0;1.3;6.8;5.6;9.4;3.7;17.4;17.2;11.5;4.3;5.1;3.0;2.8;18-06-2024;;83.0;78.0
120;Macho;14.0;143.0;1.5;7.5;6.5;8.0;4.0;20.0;17.0;12.5;4.0;4.0;3.0;3.3;18-06-2024;;80.0;63.0
121;Fêmea;14.0;188.0;1.2;8.0;5.0;8.0;3.5;18.5;17.5;13.5;4.5;4.3;3.0;3.5;18-06-2024;;89.0;99.0
122;Fêmea;14.0;188.0;1.9;7.9;6.0;8.0;3.0;20.0;12.0;14.0;5.0;5.0;3.0;4.5;18-06-2024;;99.0;89.0
123;Macho;14.0;;;;;;;;;;;;;;18-06-2024;;25.0;
124;Macho;14.0;192.0;1.6;8.1;8.5;7.5;4.5;19.3;18.8;14.2;3.8;4.7;3.5;3.7;18-06-2024;;87.0;105.0
125;Macho;14.0;147.0;1.1;7.6;7.4;7.0;3.6;20.5;19.5;12.0;4.7;5.7;4.0;3.4;18-06-2024;;85.0;62.0
126;Fêmea;14.0;167.0;1.2;7.5;6.0;7.0;3.0;18.0;19.0;13.0;4.5;2.5;3.0;3.0;18-06-2024;;77.0;90.0
127;Fêmea;14.0;110.0;1.3;7.8;4.4;5.4;3.0;18.6;13.4;13.0;4.1;4.1;3.7;3.1;18-06-2024;;62.0;48.0
128;Macho;14.0;185.0;1.6;7.7;5.7;8.3;4.7;20.9;19.3;12.8;4.6;5.1;3.8;3.1;18-06-2024;;97.0;88.0
129;Macho;14.0;170.0;1.5;7.6;5.0;9.2;3.6;21.0;17.0;12.3;5.7;5.6;3.8;2.7;18-06-2024;;82.0;88.0
130;Fêmea;14.0;159.0;1.5;7.2;4.5;9.3;4.4;19.1;19.7;12.8;4.7;5.5;3.6;2.8;18-06-2024;;75.0;84.0
131;Macho;14.0;211.0;1.8;8.0;7.0;6.0;3.0;22.0;12.0;18.0;5.0;6.0;3.5;4.0;18-06-2024;;103.0;108.0
132;Fêmea;14.0;142.0;1.4;7.5;5.6;6.0;2.5;18.5;17.0;12.5;4.0;4.0;3.0;3.5;18-06-2024;;74.0;68.0
133;Macho;14.0;163.0;1.1;7.6;7.3;6.7;4.8;20.9;20.0;12.0;5.3;5.8;3.4;3.4;18-06-2024;;73.0;90.0
134;Macho;14.0;133.0;1.4;7.6;4.5;6.0;3.5;20.0;18.5;14.0;4.9;3.5;3.4;3.3;18-06-2024;;62.0;71.0
135;Macho;14.0;145.0;1.3;7.4;4.1;7.9;3.8;19.1;18.7;11.6;4.0;5.3;3.0;2.7;18-06-2024;;83.0;62.0
136;Macho;14.0;184.0;1.6;8.0;6.5;6.0;3.3;19.6;11.7;14.0;5.0;4.5;3.9;3.9;18-06-2024;;94.0;90.0
137;Fêmea;14.0;187.0;1.6;7.6;4.8;9.0;4.6;19.6;20.5;12.0;4.7;5.2;3.7;3.2;18-06-2024;;86.0;101.0
138;Macho;14.0;193.0;1.8;8.4;8.0;6.7;4.0;21.4;20.3;13.2;4.6;5.4;3.7;4.1;18-06-2024;;89.0;104.0
139;Fêmea;14.0;177.0;1.2;7.0;7.0;7.4;3.5;19.0;17.5;13.5;5.5;4.5;2.5;3.4;18-06-2024;;86.0;91.0
140;Fêmea;14.0;205.0;1.5;8.0;6.5;7.0;2.5;20.5;19.5;15.5;4.5;4.5;4.0;4.0;18-06-2024;;92.0;113.0
141;Macho;14.0;182.0;1.3;8.0;6.8;5.1;2.4;20.2;14.7;14.0;4.3;6.0;4.0;3.1;18-06-2024;;94.0;88.0
142;Macho;14.0;148.0;1;7.5;5.0;6.0;3.0;17.5;17.0;12.5;5.0;4.1;2.6;3.6;18-06-2024;;73.0;75.0
143;Macho;14.0;122.0;1.6;8.1;6.0;5.0;3.0;16.6;10.8;11.5;5.0;4.3;3.6;3.5;18-06-2024;;87.0;35.0
144;Macho;14.0;184.0;1.5;8.0;5.9;6.6;3.0;21.0;16.0;13.5;4.3;5.8;4.0;3.4;18-06-2024;;92.0;92.0
145;Macho;14.0;178.0;1.5;7.5;7.0;7.5;4.0;19.0;19.0;13.0;4.0;4.0;3.1;3.3;18-06-2024;;89.0;89.0
146;Fêmea;14.0;220.0;1.5;8.8;7.7;8.2;4.5;20.2;22.5;16.5;5.0;6.9;4.8;4.6;18-06-2024;;95.0;125.0
147;Fêmea;14.0;201.0;2.1;8.0;7.7;7.9;4.4;19.8;19.6;13.9;5.2;5.6;3.4;4.0;18-06-2024;;91.0;110.0
148;Macho;14.0;117.0;2.6;6.9;4.9;6.3;4.2;14.3;14.1;11.8;3.8;4.7;4.0;3.0;18-06-2024;;64.0;53.0
149;Fêmea;14.0;166.0;1.7;8.2;7.2;6.5;4.2;20.5;18.7;13.4;4.4;4.8;3.3;3.6;18-06-2024;;82.0;84.0
150;Macho;14.0;147.0;1.3;7.5;6.0;7.5;2.5;17.5;15.5;13.0;4.5;4.5;2.5;3.5;18-06-2024;;78.0;69.0
151;Macho;14.0;181.0;2.2;8.5;7.7;8.6;4.8;19.0;19.5;13.9;5.7;5.9;3.7;3.9;18-06-2024;;90.0;91.0
152;Macho;14.0;146.0;1.5;6.9;4.1;8.2;4.1;17.3;17.0;11.8;4.8;5.0;3.8;2.6;18-06-2024;;69.0;77.0
153;Fêmea;14.0;164.0;1.9;8.0;6.0;3.5;8.0;22.0;11.3;13.0;4.0;5.0;3.5;4.2;18-06-2024;;82.0;82.0
154;Fêmea;14.0;175.0;1.4;7.9;8.0;8.0;3.0;22.0;13.5;14.0;4.5;5.0;4.0;3.8;18-06-2024;;84.0;91.0
155;Macho;14.0;208.0;1.5;8.0;6.5;7.0;4.0;19.5;17.5;13.5;4.5;4.5;3.5;3.7;18-06-2024;;79.0;129.0
156;Fêmea;14.0;176.0;1;6.9;5.7;6.7;4.4;18.4;16.4;12.5;4.4;5.0;3.1;2.8;18-06-2024;;94.0;82.0
157;Macho;14.0;155.0;1.2;7.3;7.0;7.0;3.0;18.5;18.0;13.0;4.0;4.5;2.5;3.5;18-06-2024;;78.0;77.0
158;Macho;14.0;154.0;1.5;7.5;6.5;7.5;3.5;17.0;17.0;12.5;4.5;4.5;3.0;3.5;18-06-2024;;81.0;73.0
159;Macho;14.0;182.0;1.9;8.1;8.7;8.3;4.9;19.5;19.6;13.8;5.3;4.3;3.5;3.5;18-06-2024;;83.0;99.0
160;Macho;14.0;180.0;1.5;7.8;6.0;4.5;2.7;18.7;15.3;14.5;4.4;6.0;4.0;3.7;18-06-2024;;90.0;90.0
161;Macho;14.0;126.0;1.4;7.2;5.0;7.1;3.5;17.0;14.5;12.5;4.0;4.0;3.0;3.3;18-06-2024;;67.0;59.0
162;Macho;14.0;135.0;1.6;7.5;6.0;6.8;2.8;18.7;18.9;12.8;4.7;3.2;2.5;2.7;18-06-2024;;62.0;73.0
163;Fêmea;14.0;182.0;1.6;7.8;7.0;6.8;2.3;20.5;12.0;13.1;4.5;4.0;3.5;3.3;18-06-2024;;87.0;95.0
164;Macho;14.0;171.0;1.9;7.9;4.7;8.7;4.3;18.4;18.1;12.6;4.3;5.1;3.0;3.0;18-06-2024;;80.0;91.0
165;Macho;14.0;163.0;1.7;7.2;5.3;7.4;3.5;17.8;11.6;13.2;4.5;5.7;3.7;2.7;18-06-2024;;93.0;70.0
166;Macho;14.0;132.0;1.4;6.8;5.2;8.2;3.7;17.4;18.5;11.3;4.5;5.0;2.8;2.8;18-06-2024;;78.0;54.0
167;Fêmea;14.0;226.0;1.4;7.5;7.0;7.0;3.5;;;15.0;5.0;7.0;4.0;3.5;18-06-2024;;101.0;125.0
168;Macho;14.0;171.0;1.5;7.6;4.2;8.8;4.0;16.8;17.2;11.9;4.7;5.6;3.4;2.7;18-06-2024;;87.0;84.0
169;Fêmea;14.0;186.0;1.8;7.8;5.0;8.0;3.5;19.5;15.0;13.5;5.5;5.0;4.0;4.3;18-06-2024;;100.0;86.0
170;Macho;14.0;197.0;2.2;7.9;4.8;9.7;5.2;20.2;18.7;13.5;4.9;5.7;3.8;3.0;18-06-2024;;93.0;104.0
171;Macho;14.0;170.0;1.5;7.5;6.0;7.5;4.5;18.0;18.0;14.0;4.5;6.0;5.0;3.9;18-06-2024;;80.0;90.0
172;Macho;14.0;151.0;1.6;7.4;6.3;6.5;4.0;19.2;13.0;12.7;5.0;5.5;3.0;3.0;18-06-2024;;82.0;69.0
173;Fêmea;14.0;215.0;1.1;6.5;8.0;6.2;3.5;19.4;14.7;14.3;4.5;5.7;4.3;3.5;18-06-2024;;105.0;110.0
174;Macho;14.0;186.0;1;6.8;5.9;6.8;2.4;20.0;18.0;13.2;4.0;4.8;3.6;3.8;18-06-2024;;86.0;100.0
175;Macho;14.0;189.0;1.6;7.0;7.0;8.0;4.0;18.0;19.0;13.5;4.5;3.5;3.5;3.7;18-06-2024;;86.0;103.0
176;Macho;14.0;178.0;1.5;7.8;4.5;8.6;3.9;20.5;19.6;12.1;4.2;5.2;3.0;3.1;18-06-2024;;79.0;99.0
177;Macho;14.0;159.0;1.2;7.7;4.6;8.4;4.4;19.0;19.6;11.3;3.7;4.8;3.1;2.9;18-06-2024;;69.0;90.0
178;Fêmea;14.0;181.0;1.6;8.0;6.2;7.0;4.0;20.0;16.0;13.9;4.0;4.8;4.2;3.0;18-06-2024;;89.0;92.0
