ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
66;Fêmea;28.0;310.0;1.9;7.6;5.7;11.2;5;22.6;23.4;15.4;5.5;5.7;4;4;02-07-2024;;291.0;19.0
67;Fêmea;28.0;460.0;1.4;9;8.5;12;4;23.6;25;19;6;6.5;4.5;5;02-07-2024;;249.0;211.0
68;Fêmea;28.0;480.0;2.0;8.5;9;10;4.3;23.5;24.5;20;6;6.6;5.4;4.4;02-07-2024;;298.0;182.0
69;Fêmea;28.0;445.0;1.6;8.8;6.7;12.4;5.4;24.9;25.2;17.1;5.8;7;4.5;4.3;02-07-2024;;299.0;146.0
70;Macho;28.0;365.0;2.0;9.1;7.5;8.2;4.5;20.8;23;17.5;5.5;7.1;4.7;5;02-07-2024;;233.0;132.0
71;Macho;28.0;455.0;1.9;9;7;10.5;5.5;24;25;19.5;6;6.5;4;5;02-07-2024;;254.0;201.0
72;Macho;28.0;460.0;1.6;8.9;9;10.3;4.4;25.7;23;17.3;5.4;7.4;4.5;4.5;02-07-2024;;213.0;247.0
73;Macho;28.0;335.0;1.9;8.2;10;10.5;5.5;25;25;16;6;7;4;4.5;02-07-2024;;322.0;13.0
74;Fêmea;28.0;245.0;1.7;8.7;10.4;9.5;5.7;24.2;25;16.5;6.1;6.5;5.2;4.6;02-07-2024;;296.0;-51.0
75;Fêmea;28.0;335.0;1.6;8.4;9.8;9.5;5;27;27.3;16.4;6.9;7.6;3.5;4.6;02-07-2024;;328.0;7.0
76;Fêmea;28.0;550.0;1.6;9.5;10.3;11.2;5.1;28.4;27.1;20.4;5.4;8.7;4.9;5;02-07-2024;;251.0;299.0
77;Macho;28.0;425.0;2.3;9;11.5;12;6;27;25;18;6;7;4;4.5;02-07-2024;;237.0;188.0
78;Fêmea;28.0;570.0;1.9;8.9;8.3;11.5;5;27.5;19.5;19.6;5;8.5;6.5;4.5;02-07-2024;;331.0;239.0
79;Macho;28.0;390.0;1.8;8.8;7.4;12.9;7.2;24.3;24.6;17;6.2;6.4;4.5;4.4;02-07-2024;;305.0;85.0
80;Macho;28.0;385.0;2.0;9;5;10;7;25;21;18;6;7;5;5.5;02-07-2024;;237.0;148.0
81;Macho;28.0;520.0;2.0;6;9.2;11;3.5;26.5;23.5;18;7;6.5;6;5.2;02-07-2024;;350.0;170.0
82;Macho;28.0;450.0;1.6;9.3;13;11.2;6.1;26.8;22;18.8;5.9;7.2;4.7;5;02-07-2024;;334.0;116.0
83;Macho;28.0;350.0;2.1;8.4;7.4;9;4.9;25;20.1;17;5.9;6.3;4.3;4.4;02-07-2024;;151.0;199.0
84;Macho;28.0;535.0;1.6;9.3;11.5;11.2;6.8;30.6;28;18.6;7;7.2;5.2;4.5;02-07-2024;;144.0;391.0
85;Fêmea;28.0;540.0;2.0;9;8;11;5.5;27;27;20.5;6.5;8;4;5;02-07-2024;;196.0;344.0
87;Fêmea;28.0;210.0;1.3;8.2;8.6;8.6;4.7;22;20.8;13;4;4.6;3.4;3.6;02-07-2024;;247.0;-37.0
88;Fêmea;28.0;325.0;2.3;8.4;7.3;11.3;6.3;23.7;23.6;15.6;5.9;5.3;3.7;3.9;02-07-2024;;99.0;226.0
89;Fêmea;28.0;455.0;2.2;10;7.3;10.5;6;21.4;23.5;19;5.2;7;4.5;3.1;02-07-2024;;299.0;156.0
90;Fêmea;28.0;400.0;1.6;9;8.9;10.4;5.3;25.9;23.5;17.7;4.6;7.5;4.2;4.8;02-07-2024;;273.0;127.0
93;Macho;28.0;425.0;1.9;7.8;7.7;11.9;6.3;26.5;26.3;17.3;5.7;7.1;4.2;4;02-07-2024;;233.0;192.0
94;Fêmea;28.0;525.0;1.7;8.8;10.5;11;7.5;29.5;18;18.5;7;7.1;6;4.5;02-07-2024;;238.0;287.0
95;Fêmea;28.0;305.0;1.7;8.4;9.1;8.1;5.3;23.4;23.2;16.3;5.8;6.5;4.5;4.2;02-07-2024;;174.0;131.0
96;Fêmea;28.0;336.0;1.4;8.5;7;10;4.5;24;24.5;16;5;5.5;3.5;4.5;02-07-2024;;293.0;43.0
97;Fêmea;28.0;339.0;1.6;8.7;7;12.6;7.3;25.3;24.7;15.6;5.7;6.6;4;3.9;02-07-2024;;232.0;107.0
98;Macho;28.0;245.0;1.9;8;9.5;8.5;5;24;21;15;4;5;4;5.1;02-07-2024;;184.0;61.0
99;Macho;28.0;450.0;1.7;9.2;10.5;10.2;6;24.1;23.8;20.2;6.2;6.4;4.5;5;02-07-2024;;186.0;264.0
100;Fêmea;28.0;350.0;1.9;8.9;7;10;4.5;25.5;24;18;5.5;7;3.5;4.5;02-07-2024;;324.0;26.0
101;Macho;28.0;300.0;1.8;8;8.5;10;5.5;23;20;16.5;6;7;4;5;02-07-2024;;310.0;-10.0
102;Macho;28.0;285.0;1.5;8.5;10.3;8.5;4.6;23.5;22.6;14.9;4.9;5.2;3.9;4.1;02-07-2024;;275.0;10.0
103;Macho;28.0;355.0;1.8;3.1;10;10.9;5.9;28.9;27.3;18.6;7.2;6.5;5.2;4.6;02-07-2024;;151.0;204.0
104;Fêmea;28.0;435.0;1.7;8.5;6.9;12.4;5.5;23.9;22.3;16.5;6.5;6.2;3.8;3.9;02-07-2024;;276.0;159.0
105;Fêmea;28.0;505.0;1.5;8.8;7.6;11.4;4.5;26.3;22;17;7.3;8.2;4.1;4.7;02-07-2024;;200.0;305.0
106;Macho;28.0;195.0;1.4;6.1;7.2;8;4;20.3;19.6;12.4;4;4.5;4.2;4.2;02-07-2024;;327.0;-132.0
107;Macho;28.0;410.0;1.7;8.8;6.9;11.5;6.3;27.3;27;17.4;6.1;6.6;4.4;4.1;02-07-2024;;260.0;150.0
108;Fêmea;28.0;315.0;2.0;8.3;10;11;5;24.5;24.5;16;6;7;4;4.3;02-07-2024;;309.0;6.0
109;Macho;28.0;540.0;2.3;9;11.5;11.2;6.5;29.5;25;19;7;7.5;5;5.3;02-07-2024;;256.0;284.0
110;Fêmea;28.0;290.0;1.5;8;7;10;4.5;23;24;17;6;6.5;4;5;02-07-2024;;124.0;166.0
111;Macho;28.0;483.0;1.7;9.1;8.9;11.1;5.4;25.6;28;20.1;7.7;7.6;5.5;4.9;02-07-2024;;352.0;131.0
112;Fêmea;28.0;300.0;1.4;8.2;9;9.1;6;24.8;22;15;6;6.4;4.2;4.1;02-07-2024;;195.0;105.0
113;Fêmea;28.0;140.0;1.4;7.2;4.5;9;4.5;17.1;18.4;10.8;4.6;4;2.7;3;02-07-2024;;300.0;-160.0
114;Macho;28.0;560.0;1.7;9.8;10;11.8;6.3;29.2;25.2;19.7;5.4;8.1;5;4.9;02-07-2024;;377.0;183.0
115;Fêmea;28.0;285.0;1.5;8.5;7.5;9;3.8;23.5;22;15.5;6.7;4.1;4;4.1;02-07-2024;;302.0;-17.0
116;Macho;28.0;425.0;2.0;9;9;12;5;25;24;18;6;7;4.5;4.5;02-07-2024;;216.0;209.0
117;Macho;28.0;615.0;1.6;8.7;9;7;6;27;28;20.5;7;7.5;5;5;02-07-2024;;186.0;429.0
118;Fêmea;28.0;450.0;2.3;18;10;25;11;5;25.5;18.5;6;7.5;4;5.2;02-07-2024;;246.0;204.0
119;Fêmea;28.0;295.0;2.0;8;10;10;10.5;24;21;15.5;6.5;6.5;4;4.5;02-07-2024;;284.0;11.0
120;Macho;28.0;290.0;1.5;8.6;7.4;9.1;4.8;26.4;20.4;15.1;7.5;6.2;4.6;4.6;02-07-2024;;;
121;Fêmea;28.0;325.0;1.7;8.5;7.1;11.3;4.8;24;20.9;16.2;6.2;6.5;4.1;5.2;02-07-2024;;291.0;34.0
122;Fêmea;28.0;460.0;1.9;8.6;7.4;13.2;5.9;24.2;25;15.5;5.9;6.7;4;4.1;02-07-2024;;212.0;248.0
124;;28.0;350.0;1.8;8.9;6.9;13.1;5.5;25.2;27.1;18;5.8;7.3;4.5;4;02-07-2024;;189.0;161.0
125;Macho;28.0;465.0;1.7;8.8;6;9.7;5;27.5;23.5;15.5;5.2;7;4.5;4.8;02-07-2024;;258.0;207.0
126;Macho;28.0;325.0;2.0;8.2;11;11;4.5;27.5;25;18;7;6.5;4.5;4.5;02-07-2024;;287.0;38.0
127;Fêmea;28.0;375.0;1.7;8;7;9.5;5;23;21;18.5;5;5;3.5;4;02-07-2024;;235.0;140.0
128;Fêmea;28.0;280.0;1.5;9;6;10.7;4;25;22;18;5.5;6;4;4.5;02-07-2024;;366.0;-86.0
129;Macho;28.0;400.0;1.8;8.7;8.8;11.2;5.9;29.8;25.6;17.6;7.8;7.9;4.4;5.2;02-07-2024;;214.0;186.0
130;Macho;28.0;480.0;2.4;8.5;11;11;4.5;27;22.5;17;5;6;4;5.3;02-07-2024;;281.0;199.0
131;Fêmea;28.0;325.0;2.1;9.2;6;10.5;5.2;28.2;24.4;19.6;7.8;7.7;5.8;5.1;02-07-2024;;214.0;111.0
132;Macho;28.0;515.0;2.0;8.5;11;12;5.5;22;26;15;6.5;6.5;4;5.3;02-07-2024;;209.0;306.0
133;Fêmea;28.0;305.0;1.8;8.5;7.2;13;5;25.6;23.5;16.9;6;6.8;4.2;4.1;02-07-2024;;321.0;-16.0
134;Macho;28.0;410.0;1.5;8.5;6;9;4.7;24;21;17;6;5.5;3.8;4.3;02-07-2024;;263.0;147.0
135;Macho;28.0;345.0;1.4;8.6;8.5;10.1;7;26;27.5;17.8;6.5;8.1;3.5;4.5;02-07-2024;;322.0;23.0
136;Macho;28.0;325.0;2.0;9;9;10;6;27.5;25;21;6.5;7;5;6;02-07-2024;;318.0;7.0
138;Fêmea;28.0;405.0;1.8;9.5;8;11;5;26.8;25;19;6.5;8.5;4.5;5.6;02-07-2024;;305.0;100.0
139;Macho;28.0;455.0;2.4;8.8;12;10;5;28;27;19.5;5;6;4.5;4.5;02-07-2024;;245.0;210.0
140;Fêmea;28.0;505.0;1.6;9;6;10.3;4.5;23;22;17.5;6.5;7;4;4.9;02-07-2024;;141.0;364.0
141;Fêmea;28.0;355.0;1.4;9;8.5;10.7;4.5;27.5;28;18.7;7.8;7.8;5.7;4.9;02-07-2024;;320.0;35.0
142;Macho;28.0;490.0;1.8;8.8;10;5.5;4;25.5;22.5;17.5;6;6.5;4.5;5;02-07-2024;;304.0;186.0
143;Macho;28.0;315.0;1.4;6.9;4.9;18.1;4.1;18;16.2;10.4;4.2;5.6;2.7;3.1;02-07-2024;;365.0;-50.0
144;Macho;28.0;145.0;2.3;8.8;8.6;9.2;4.4;24.6;26.4;18;5.7;7.3;5.2;5.2;02-07-2024;;363.0;-218.0
145;Macho;28.0;485.0;1.9;8.5;10;11;7;26;25;18;5.5;5;4;5.3;02-07-2024;;170.0;315.0
146;Macho;28.0;435.0;1.5;8.5;6.5;11;5.5;25;22;17.5;6;7;3.7;4.5;02-07-2024;;295.0;140.0
147;Fêmea;28.0;345.0;2.7;8.8;11;10;5;30;27.5;20.5;6;8;5;7;02-07-2024;;238.0;107.0
148;Fêmea;28.0;520.0;1.5;8;6;7.2;4.5;22.5;20.5;15;5;5;3.5;4.5;02-07-2024;;276.0;244.0
149;Macho;28.0;255.0;2.0;8.6;7.8;13.1;6.5;27.2;24.6;17;6;7.3;4.7;4;02-07-2024;;250.0;5.0
150;Fêmea;28.0;435.0;1.6;8.5;9.1;8.8;5.6;25.4;24.6;16;6.2;6.2;4.8;4.6;02-07-2024;;229.0;206.0
151;Macho;28.0;355.0;2.0;9;10;12;5.5;24;25.5;17.5;6;6;4;5.3;02-07-2024;;264.0;91.0
152;Macho;28.0;415.0;1.8;8.5;8;10;5;24;24.5;18;6;6.5;4.4;4.5;02-07-2024;;289.0;126.0
153;Macho;28.0;390.0;2.3;8.7;9.5;9.5;5.5;25;21.5;17;5;5.5;4;5;02-07-2024;;247.0;143.0
154;Fêmea;28.0;325.0;1.9;8.9;8.4;10.2;5.1;24.4;24.5;21.7;7.1;7.9;4.8;4.6;02-07-2024;;250.0;75.0
155;Fêmea;28.0;400.0;1.7;9;10;10.5;5;27;27;18;6;7;4;5.5;02-07-2024;;216.0;184.0
156;Macho;28.0;460.0;2.3;8.5;10;10;5.5;25;23;17;6;7;4;4.5;02-07-2024;;303.0;157.0
157;Fêmea;28.0;370.0;1.4;8.5;8;10;4;23.1;23.5;16.5;6;6;4;5;02-07-2024;;318.0;52.0
158;Macho;28.0;374.0;1.6;8.5;6;6.5;6.5;25.2;23;17;5.5;6.8;4.4;4.9;02-07-2024;;216.0;158.0
159;Macho;28.0;355.0;1.6;9;10.2;10.6;6.5;26.8;25.2;17.6;5.4;8.1;4.2;4.8;02-07-2024;;233.0;122.0
160;Macho;28.0;430.0;2.0;9.3;9.5;10;4;25.5;26;19.2;5.8;5.5;5.5;5.1;02-07-2024;;310.0;120.0
161;Macho;28.0;485.0;1.7;8.5;7.5;11;4.5;25.5;24.5;16;6;6;4;4;02-07-2024;;238.0;247.0
162;Macho;28.0;320.0;1.8;8.6;8.1;13.2;6.9;27.2;24.2;17.1;5.6;7.1;4.5;4;02-07-2024;;268.0;52.0
163;Macho;28.0;405.0;2.0;8.5;9.1;10.5;7.5;32.6;12;18.5;7.5;7.6;6;4.5;02-07-2024;;208.0;197.0
164;Fêmea;28.0;500.0;1.3;8.5;7;10.5;4;24;24;19;5.6;6.8;3.8;4.9;02-07-2024;;369.0;131.0
165;Macho;28.0;380.0;1.9;8.5;12;10.5;3;23.7;24;19;5.7;6.6;4.8;5.1;02-07-2024;;273.0;107.0
166;Macho;28.0;390.0;1.4;8.5;7;9;5;24;25.5;18;5.5;5.7;4;4.3;02-07-2024;;319.0;71.0
167;Macho;28.0;340.0;1.7;9.4;10.5;12.1;3.3;26.5;24;20.5;6.3;6;6;5.6;02-07-2024;;302.0;38.0
168;Fêmea;28.0;533.0;2.5;9;11;11;5;27.5;24;18.5;6.5;6;5;5;02-07-2024;;263.0;270.0
169;Macho;28.0;470.0;1.9;8.7;7.3;10.8;5.9;24.6;24.9;16.1;6.1;6.9;4.2;4.5;02-07-2024;;271.0;199.0
170;Fêmea;28.0;360.0;2.3;9;9;10;6.5;22;21;17;6;6.5;4;6;02-07-2024;;350.0;10.0
171;Macho;28.0;460.0;1.5;8.8;9.1;9.3;5.6;25.9;26.3;18.1;5.7;7.2;4.4;5;02-07-2024;;319.0;141.0
172;Macho;28.0;415.0;2.3;8.2;11;9.5;6.5;25;24;17.5;5.5;7;5;5.2;02-07-2024;;336.0;79.0
173;Macho;28.0;435.0;1.7;9.2;9.2;11.2;6;28.6;26.2;20;5.3;8.4;4.8;4.9;02-07-2024;;241.0;194.0
174;Fêmea;28.0;527.0;1.6;8.8;9.8;10.6;4.3;27;24.7;18.4;5.2;7.5;4.7;5;02-07-2024;;277.0;250.0
175;Macho;28.0;431.0;2.4;8.5;9.5;9;7;24.5;24;19;6;6.5;4.5;5.5;02-07-2024;;299.0;132.0
176;Macho;28.0;490.0;1.7;9;65;9.5;4;22.5;24;17;5.5;5.5;4;5;02-07-2024;;299.0;191.0
177;Macho;28.0;325.0;2.1;9.2;8.2;11.1;5.4;27.1;27.5;18.7;6.8;7.5;5;5;02-07-2024;;195.0;130.0
178;Macho;28.0;445.0;2.2;8.8;6.4;13.6;7.9;25.5;25;17.5;5.9;6.9;4.4;4;02-07-2024;;316.0;129.0
179;Fêmea;28.0;435.0;2.1;9.8;9.8;10;5;23.7;24;18.6;5.6;7.5;4.5;3.2;02-07-2024;;264.0;171.0
180;Macho;28.0;376.0;2.0;7.5;9;9;5;22;20.5;16;5;6;4;4.5;02-07-2024;;250.0;126.0
181;Macho;28.0;275.0;1.9;8.7;7.1;12.1;5.2;28.4;25.6;18.6;6.4;6.9;4.4;4.9;02-07-2024;;342.0;-67.0
182;Macho;28.0;480.0;1.7;9;9.1;11.5;3;24.3;22.1;17.5;5.3;5.2;5.4;5;02-07-2024;;294.0;186.0
183;Macho;28.0;385.0;1.6;8.7;9.8;9.7;5.5;24.7;23.3;15.4;5.1;6.2;4.4;4.3;02-07-2024;;289.0;96.0
184;Fêmea;28.0;315.0;2.0;9.2;8.9;13.4;5.1;27.4;27;18.7;7;7.8;4.6;4.2;02-07-2024;;77.0;238.0
185;Macho;28.0;465.0;1.6;8.9;10.6;8.4;4.5;27.6;17.6;17;7.5;7.8;5;5.3;02-07-2024;;256.0;209.0
186;Macho;28.0;380.0;2.4;8.8;9.4;10.2;5.4;24.8;20.8;17.7;7.3;7.7;4.8;4.2;02-07-2024;;288.0;92.0
187;Macho;28.0;400.0;1.0;7.3;4.5;8;3.5;17;16;12;4;4;2.5;3;02-07-2024;;330.0;70.0
188;Fêmea;28.0;105.0;2.1;9;7.3;10;4.5;24.5;25;18;4;5.5;4.2;3.9;02-07-2024;;251.0;-146.0
189;Fêmea;28.0;375.0;1.8;9;7;11;4.5;27;28;18.5;6;7.8;4;5.5;02-07-2024;;240.0;135.0
190;Macho;28.0;470.0;1.7;9.2;9.5;9;6.1;27.1;24.8;17.9;6.4;6.6;4.7;4.6;02-07-2024;;332.0;138.0
191;Macho;28.0;465.0;2.1;8.9;8.5;10.1;5;29.2;26;19.7;6;7;5;5.6;02-07-2024;;353.0;112.0
192;Macho;28.0;390.0;1.7;8.3;7.2;9.1;4.3;23;23.2;15.8;6.4;6.2;3.7;3.5;02-07-2024;;178.0;212.0
193;Fêmea;28.0;350.0;2.3;8.2;8.1;13.2;5.7;27.4;26.8;18;6.6;7.4;4.1;4.6;02-07-2024;;320.0;30.0
194;Macho;28.0;485.0;1.6;9;9.9;11.8;4.7;29.9;23.3;19.1;6.4;7.5;4.6;4.5;02-07-2024;;305.0;180.0
195;Macho;28.0;455.0;1.6;9.6;10.6;11.6;6.2;31.4;28.6;19.3;6.2;7;6;5.4;02-07-2024;;276.0;179.0
196;Fêmea;28.0;245.0;1.7;8;6.5;9;4;21;20;15;4;5;3.5;4.9;02-07-2024;;275.0;-30.0
197;Macho;28.0;450.0;2.0;9;10.5;10.7;4;26;23.5;18;5;7;5;5;02-07-2024;;243.0;207.0
198;Fêmea;28.0;490.0;2.2;9;12;10;5;28;24;19.5;5;7;4;5;02-07-2024;;250.0;240.0
199;Fêmea;28.0;380.0;1.5;9;6;9.2;5.5;24;25;18;5;6;4;4.5;02-07-2024;;;
200;Macho;28.0;395.0;1.4;8;7;9.5;5.5;21;24;18;6;7;4;4.5;02-07-2024;;338.0;57.0
201;Fêmea;28.0;380.0;1.6;9;7;8.5;4;24;23;16.5;5.5;6.5;4.5;4.6;02-07-2024;;237.0;143.0
