ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
17;Fêmea;52.0;540.0;2.1;10.4;9.4;13.6;6.4;31.6;33.0;24.5;8.4;8.5;5.0;6.0;26-07-2024;;425.0;115.0
18;Fêmea;52.0;970.0;2.3;11.5;16.6;15.8;6.8;41.8;30.6;29.4;9.3;10.1;6.5;7.2;26-07-2024;;700.0;270.0
19;Macho;52.0;495.0;2.3;10.4;9.0;12.0;7.0;31.0;29.0;21.0;8.5;8.0;5.0;6.7;26-07-2024;;345.0;150.0
20;Macho;52.0;565.0;2.1;9.9;8.7;14.2;6.4;32.3;33.2;23.9;8.0;9.1;5.1;5.4;26-07-2024;;20.0;545.0
21;Fêmea;52.0;970.0;3.0;10.7;10.3;19.8;14.0;40.6;28.4;29.5;10.0;8.5;6.2;6.0;26-07-2024;;660.0;310.0
22;Fêmea;52.0;815.0;2.4;11.0;10.0;3.5;6.0;33.0;31.0;25.0;8.0;10.0;5.5;6.4;26-07-2024;;630.0;185.0
23;Macho;52.0;835.0;2.0;10.9;9.2;13.8;6.5;35.9;36.1;27.8;8.6;9.5;5.5;6.1;26-07-2024;;620.0;215.0
24;Macho;52.0;605.0;2.1;10.0;12.4;13.0;5.5;34.2;32.0;26.0;8.1;8.5;7.0;7.0;26-07-2024;;470.0;135.0
25;Macho;52.0;620.0;2.0;10.8;9.0;13.5;6.8;31.9;33.1;22.8;8.3;10.0;5.2;6.4;26-07-2024;;445.0;175.0
26;Macho;52.0;920.0;3.0;11.0;12.0;14.6;6.5;38.0;35.0;30.0;10.0;9.0;7.0;6.0;26-07-2024;;660.0;260.0
27;Fêmea;52.0;660.0;2.1;11.0;13.0;14.5;6.0;33.5;32.0;24.5;7.5;10.5;6.0;7.5;26-07-2024;;460.0;200.0
28;Fêmea;52.0;715.0;2.5;11.0;11.0;13.0;6.0;34.0;32.0;26.0;8.0;10.0;7.0;6.5;26-07-2024;;505.0;210.0
29;Fêmea;52.0;750.0;2.9;10.5;7.8;16.0;12.0;28.1;27.5;25.5;8.0;7.5;6.6;5.0;26-07-2024;;495.0;255.0
30;Macho;52.0;685.0;2.4;10.9;16.9;15.2;8.4;41.2;33.3;24.2;9.8;10.2;6.3;7.4;26-07-2024;;530.0;155.0
31;Fêmea;52.0;585.0;1.9;10.4;9.3;13.7;7.0;30.5;31.5;23.5;7.9;8.1;5.0;5.3;26-07-2024;;430.0;155.0
32;Fêmea;52.0;1050.0;2.5;10.1;13.3;14.5;5.0;34.2;33.5;27.5;9.0;8.0;7.0;7.1;26-07-2024;;695.0;355.0
33;Fêmea;52.0;775.0;2.0;10.8;9.9;14.2;6.5;32.5;34.7;25.2;9.0;9.2;4.9;6.0;26-07-2024;;480.0;295.0
34;Macho;52.0;870.0;2.1;10.9;15.0;14.3;8.0;38.0;35.0;26.9;8.0;11.6;6.8;7.0;26-07-2024;;650.0;220.0
35;Fêmea;52.0;710.0;2.1;10.9;9.2;13.3;6.4;33.5;32.1;25.9;8.9;9.9;5.1;5.8;26-07-2024;;515.0;195.0
36;Macho;52.0;710.0;3.3;11.0;9.0;18.5;12.0;35.5;27.0;26.8;8.9;7.0;5.7;6.1;26-07-2024;;490.0;220.0
37;Macho;52.0;625.0;2.4;11.0;12.0;14.5;6.5;36.5;32.0;24.0;8.0;10.0;6.0;8.0;26-07-2024;;500.0;125.0
38;Fêmea;52.0;750.0;2.3;10.9;9.3;14.0;7.3;33.8;34.6;25.1;9.1;8.5;5.4;6.2;26-07-2024;;349.0;401.0
40;Macho;52.0;1150.0;2.1;11.3;17.4;15.5;9.0;40.0;36.0;29.0;8.0;14.8;6.9;6.7;26-07-2024;;850.0;300.0
41;Macho;52.0;785.0;2.0;10.6;17.0;15.4;9.5;40.0;35.5;26.0;0.5;16.0;7.0;7.0;26-07-2024;;595.0;190.0
42;Fêmea;52.0;790.0;2.2;11.2;9.3;13.5;7.0;33.1;35.1;24.0;7.4;9.9;5.0;5.7;26-07-2024;;590.0;200.0
43;Macho;52.0;950.0;2.5;11.0;13.5;13.5;6.5;40.0;39.0;28.0;10.0;12.0;8.0;5.5;26-07-2024;;685.0;265.0
44;Fêmea;52.0;975.0;1.2;11.0;7.5;13.5;7.0;35.0;30.0;28.0;9.0;9.5;6.0;7.0;26-07-2024;;710.0;265.0
45;Macho;52.0;930.0;2.5;11.8;11.8;15.0;7.5;37.0;32.0;27.0;9.0;10.0;6.8;7.8;26-07-2024;;650.0;280.0
46;Fêmea;52.0;620.0;2.8;10.5;9.0;14.5;10.0;30.6;24.5;26.9;8.6;8.5;5.7;6.6;26-07-2024;;430.0;190.0
47;Macho;52.0;695.0;2.0;10.9;18.0;13.8;10.0;35.0;35.0;23.0;7.1;10.0;6.2;6.2;26-07-2024;;535.0;160.0
49;Fêmea;52.0;935.0;2.5;11.5;11.0;14.5;7.5;42.0;35.5;28.0;10.0;10.0;6.5;7.5;26-07-2024;;680.0;255.0
51;Macho;52.0;875.0;3.3;11.4;7.8;18.5;15.0;32.9;27.0;26.5;8.0;8.2;7.0;5.8;26-07-2024;;470.0;405.0
52;Macho;52.0;860.0;2.0;11.0;13.0;14.1;5.2;37.3;34.5;27.5;9.6;8.5;7.6;7.0;26-07-2024;;625.0;235.0
53;Fêmea;52.0;695.0;2.5;11.3;16.3;14.1;6.9;39.6;33.8;26.0;8.6;10.4;6.7;7.1;26-07-2024;;500.0;195.0
54;Fêmea;52.0;710.0;2.2;11.5;10.1;14.2;7.0;33.9;34.3;24.2;8.3;9.0;6.3;6.3;26-07-2024;;485.0;225.0
56;Macho;52.0;755.0;2.5;11.0;11.0;16.0;7.5;35.5;32.0;25.0;8.5;10.0;7.0;7.0;26-07-2024;;555.0;200.0
57;Macho;52.0;800.0;2.5;11.0;12.0;14.0;6.0;36.0;37.0;28.0;9.0;11.0;8.0;6.0;26-07-2024;;645.0;155.0
58;Macho;52.0;790.0;2.3;11.3;16.1;15.2;8.1;39.3;34.2;26.2;9.1;8.6;6.4;7.2;26-07-2024;;580.0;210.0
59;Fêmea;52.0;73.0;2.0;10.5;10.0;15.0;7.0;37.0;33.0;24.0;8.0;11.0;6.5;6.5;26-07-2024;;565.0;-492.0
60;Fêmea;52.0;925.0;2.1;10.3;12.5;12.3;4.5;34.5;34.3;26.8;7.7;8.2;7.2;6.2;26-07-2024;;660.0;265.0
61;Macho;52.0;740.0;2.0;10.5;16.0;14.6;7.6;36.0;32.0;25.0;7.0;11.0;7.0;6.5;26-07-2024;;520.0;220.0
62;Macho;52.0;920.0;3.0;11.5;16.0;15.0;7.0;38.0;39.0;31.0;10.0;12.0;8.0;7.0;26-07-2024;;695.0;225.0
63;Macho;52.0;1040.0;3.0;11.5;13.0;14.0;7.5;40.0;39.0;30.0;10.0;12.0;7.5;6.0;26-07-2024;;745.0;295.0
64;Fêmea;52.0;690.0;2.0;10.0;11.0;13.0;6.0;35.0;35.0;24.0;8.0;11.0;6.0;4.5;26-07-2024;;495.0;195.0
65;Macho;52.0;565.0;1.9;10.2;8.1;13.8;6.1;33.2;33.7;23.4;7.5;9.4;5.5;5.9;26-07-2024;;435.0;130.0
66;Fêmea;52.0;605.0;2.2;11.0;14.0;13.0;8.0;39.0;37.0;25.0;9.0;10.5;6.5;7.2;26-07-2024;;475.0;130.0
67;Fêmea;52.0;1050.0;2.3;9.3;13.5;14.3;4.3;38.9;30.6;29.0;9.4;9.0;7.0;6.8;26-07-2024;;665.0;385.0
68;Fêmea;52.0;875.0;2.3;11.0;11.0;14.0;7.5;39.0;31.0;30.0;10.0;11.0;6.0;7.2;26-07-2024;;630.0;245.0
69;Fêmea;52.0;880.0;2.4;11.5;13.0;15.0;6.5;39.0;31.0;31.0;9.0;10.0;6.5;7.5;26-07-2024;;620.0;260.0
70;Macho;52.0;725.0;2.0;11.1;9.8;13.5;6.4;32.6;33.2;25.4;8.8;9.5;5.5;5.9;26-07-2024;;530.0;195.0
71;Macho;52.0;855.0;3.0;11.0;13.0;14.5;7.0;35.5;34.0;27.5;10.0;10.5;7.5;7.0;26-07-2024;;630.0;225.0
72;Macho;52.0;840.0;2.2;11.4;17.2;14.3;7.1;42.3;34.1;30.2;9.5;9.8;6.4;7.3;26-07-2024;;615.0;225.0
73;Macho;52.0;605.0;2.3;10.5;11.0;13.5;7.0;35.0;32.0;26.0;8.0;11.0;6.0;7.0;26-07-2024;;470.0;135.0
74;Fêmea;52.0;785.0;2.3;10.5;14.0;14.0;7.0;36.0;36.0;27.5;8.5;10.0;7.5;6.5;26-07-2024;;570.0;215.0
75;Fêmea;52.0;605.0;1.9;10.1;15.0;14.0;8.0;35.0;32.6;23.5;6.5;10.0;6.1;6.0;26-07-2024;;460.0;145.0
76;Fêmea;52.0;1250.0;2.1;10.9;18.9;15.3;7.8;45.1;36.0;30.9;9.9;11.4;6.6;6.5;26-07-2024;;740.0;510.0
77;Macho;52.0;705.0;2.4;10.6;15.0;15.0;8.0;37.0;36.0;25.8;8.5;11.0;8.0;6.5;26-07-2024;;555.0;150.0
78;Fêmea;52.0;1750.0;3.0;10.7;8.5;17.5;11.5;37.4;24.1;32.8;9.8;8.0;6.3;6.8;26-07-2024;;790.0;960.0
79;Macho;52.0;800.0;3.0;11.0;12.0;14.0;7.0;38.0;36.0;28.0;10.0;11.0;7.5;7.0;26-07-2024;;570.0;230.0
81;Macho;52.0;995.0;2.0;10.2;18.0;15.3;8.2;42.0;36.0;26.5;9.0;11.0;7.0;7.0;26-07-2024;;720.0;275.0
82;Macho;52.0;865.0;2.5;11.0;13.0;15.0;6.5;41.0;33.0;27.0;8.0;12.5;6.0;7.5;26-07-2024;;650.0;215.0
83;Macho;52.0;600.0;2.0;10.1;12.5;14.3;5.0;34.1;29.0;23.1;8.0;6.5;6.0;6.7;26-07-2024;;480.0;120.0
84;Macho;52.0;925.0;2.1;11.5;15.0;15.0;8.0;38.0;39.0;24.2;8.5;12.0;8.0;7.5;26-07-2024;;720.0;205.0
85;Fêmea;52.0;995.0;2.0;10.6;16.5;14.5;9.0;38.0;36.0;29.0;9.0;9.0;6.5;6.5;26-07-2024;;750.0;245.0
87;Fêmea;52.0;570.0;2.0;9.5;11.2;12.7;5.0;31.2;28.0;22.2;7.2;6.9;6.0;5.5;26-07-2024;;310.0;260.0
88;Fêmea;52.0;605.0;2.1;10.9;16.0;13.6;6.8;36.8;29.9;24.1;9.9;9.1;5.2;7.0;26-07-2024;;445.0;160.0
89;Fêmea;52.0;945.0;2.5;10.9;11.6;16.0;7.7;36.1;33.9;26.0;10.0;9.6;6.2;6.3;26-07-2024;;655.0;290.0
90;Fêmea;52.0;845.0;2.2;11.2;16.2;13.8;7.8;39.4;34.5;31.3;9.9;11.9;5.7;7.7;26-07-2024;;580.0;265.0
92;Macho;52.0;640.0;2.2;10.8;10.9;14.0;7.0;34.9;33.8;23.1;9.7;8.7;5.3;6.8;26-07-2024;;450.0;190.0
93;Macho;52.0;865.0;2.9;10.7;9.0;13.0;12.8;39.1;28.4;27.3;8.0;8.3;6.4;6.0;26-07-2024;;625.0;240.0
94;Fêmea;52.0;990.0;3.0;12.0;13.0;14.0;7.5;40.0;36.0;29.0;9.0;10.0;7.0;6.0;26-07-2024;;700.0;290.0
95;Fêmea;52.0;640.0;2.8;10.4;7.2;15.0;10.5;31.0;25.8;22.5;8.2;7.8;5.5;5.7;26-07-2024;;460.0;180.0
96;Fêmea;52.0;590.0;2.2;11.2;9.3;12.5;6.7;34.6;32.3;25.0;8.4;9.6;5.5;6.0;26-07-2024;;435.0;155.0
97;Fêmea;52.0;650.0;2.0;10.4;16.1;14.2;7.0;39.4;35.6;23.8;9.2;9.3;6.4;6.4;26-07-2024;;470.0;180.0
98;Macho;52.0;620.0;2.5;10.5;11.0;14.0;7.0;36.0;31.0;24.0;8.0;8.5;5.5;6.8;26-07-2024;;245.0;375.0
99;Macho;52.0;900.0;2.3;11.0;12.0;12.4;5.0;37.0;34.9;29.0;8.0;9.0;7.0;7.3;26-07-2024;;675.0;225.0
100;Fêmea;52.0;710.0;2.0;13.7;10.0;14.3;5.0;36.8;30.0;25.9;8.0;7.5;6.0;5.8;26-07-2024;;520.0;190.0
101;Macho;52.0;605.0;2.1;11.0;14.0;15.0;7.5;38.0;34.0;24.0;7.0;10.5;6.5;7.5;26-07-2024;;425.0;180.0
102;Macho;52.0;870.0;3.0;11.0;13.0;14.0;7.0;32.0;36.0;28.0;9.0;10.0;7.0;6.0;26-07-2024;;445.0;425.0
103;Macho;52.0;825.0;2.1;10.5;15.8;13.1;5.0;39.2;31.5;27.5;8.5;9.0;7.0;7.1;26-07-2024;;595.0;230.0
104;Fêmea;52.0;770.0;2.0;10.5;14.0;14.2;5.7;36.0;28.5;26.5;9.0;8.5;6.7;6.7;26-07-2024;;530.0;240.0
105;Fêmea;52.0;905.0;2.0;10.7;17.0;14.9;9.0;37.0;37.3;28.0;7.9;10.0;6.5;6.1;26-07-2024;;610.0;295.0
106;Macho;52.0;410.0;1.7;9.0;11.0;11.0;5.0;27.0;28.0;19.0;7.0;6.0;6.0;5.0;26-07-2024;;280.0;130.0
107;Macho;52.0;775.0;2.5;11.0;13.0;12.0;6.0;38.0;37.0;26.0;8.0;12.0;8.0;6.0;26-07-2024;;610.0;165.0
108;Fêmea;52.0;585.0;2.0;9.5;12.5;14.2;4.9;36.5;29.0;24.1;7.9;8.0;6.5;5.7;26-07-2024;;415.0;170.0
109;Macho;52.0;480.0;2.1;12.0;13.0;15.5;7.2;40.0;33.5;35.0;10.0;11.0;7.0;8.0;26-07-2024;;745.0;-265.0
110;Fêmea;52.0;520.0;2.0;9.8;13.5;13.5;7.3;37.5;34.0;23.0;8.0;11.0;7.0;6.0;26-07-2024;;370.0;150.0
111;Macho;52.0;960.0;3.2;11.5;7.0;14.0;8.4;39.0;34.0;28.5;7.0;11.2;6.5;6.2;26-07-2024;;715.0;245.0
112;Fêmea;52.0;675.0;1.5;10.1;12.6;14.7;7.3;36.3;31.2;24.3;9.4;8.4;6.5;6.5;26-07-2024;;460.0;215.0
113;Fêmea;52.0;140.0;1.5;7.5;7.0;7.3;4.3;19.0;16.0;12.0;4.0;5.0;3.5;3.7;26-07-2024;;140.0;0.0
114;Macho;52.0;995.0;2.3;11.5;14.0;15.0;7.0;41.5;33.0;32.0;10.8;11.0;10.0;7.0;26-07-2024;;750.0;245.0
115;Fêmea;52.0;630.0;2.3;11.2;9.6;14.3;7.3;35.5;35.6;24.0;9.3;9.5;5.6;6.2;26-07-2024;;445.0;185.0
116;Macho;52.0;770.0;2.1;11.0;16.8;15.5;9.0;38.7;40.0;25.9;81.0;11.0;7.1;6.6;26-07-2024;;605.0;165.0
117;Macho;52.0;1130.0;2.5;11.5;11.0;15.5;7.0;41.0;32.5;28.0;10.7;12.0;7.0;7.5;26-07-2024;;840.0;290.0
118;Fêmea;52.0;865.0;2.2;9.7;12.0;15.0;5.0;39.2;31.5;28.7;8.6;8.3;6.5;7.0;26-07-2024;;605.0;260.0
119;Fêmea;52.0;620.0;2.3;10.5;10.0;13.5;7.0;35.0;32.0;27.0;8.0;9.5;6.0;6.6;26-07-2024;;425.0;195.0
120;Macho;52.0;700.0;2.1;10.4;17.0;14.5;8.5;34.8;38.0;24.5;7.0;8.3;6.4;6.3;26-07-2024;;495.0;205.0
121;Fêmea;52.0;595.0;2.4;10.5;13.0;13.0;7.0;31.0;33.0;24.0;8.0;10.0;6.0;6.0;26-07-2024;;405.0;190.0
122;Fêmea;52.0;770.0;2.0;15.0;13.0;15.0;7.5;36.0;33.0;23.5;9.0;10.0;7.5;6.8;26-07-2024;;460.0;310.0
124;Macho;52.0;855.0;2.0;11.0;37.0;14.6;9.0;34.0;35.0;26.0;7.7;9.5;6.5;7.0;26-07-2024;;540.0;315.0
125;Macho;52.0;615.0;2.5;11.0;12.0;13.0;6.0;34.0;36.0;26.0;7.0;10.0;7.0;6.5;26-07-2024;;540.0;75.0
126;Fêmea;52.0;685.0;2.3;10.9;10.6;14.0;6.3;32.6;33.6;24.2;8.7;9.0;5.6;5.9;26-07-2024;;325.0;360.0
127;Fêmea;52.0;735.0;2.3;10.5;9.0;13.0;6.5;32.5;32.0;23.5;8.0;10.0;5.8;6.8;26-07-2024;;645.0;90.0
128;Macho;52.0;765.0;2.3;11.2;10.8;15.2;6.5;34.5;33.6;24.8;9.6;9.0;6.0;6.3;26-07-2024;;460.0;305.0
129;Macho;52.0;795.0;2.0;10.5;14.3;15.0;5.0;38.0;32.5;27.1;8.7;7.9;7.0;8.0;26-07-2024;;575.0;220.0
130;Fêmea;52.0;550.0;1.8;10.1;9.5;12.0;6.5;30.4;32.0;23.0;7.7;9.0;5.0;6.0;26-07-2024;;440.0;110.0
131;Macho;52.0;1025.0;2.1;11.5;13.0;16.0;10.0;35.0;34.0;26.7;10.5;11.5;8.0;8.0;26-07-2024;;755.0;270.0
132;Fêmea;52.0;585.0;2.1;10.4;16.5;14.4;7.5;34.8;34.8;21.3;7.0;9.5;6.5;6.0;26-07-2024;;425.0;160.0
133;Macho;52.0;800.0;3.0;11.5;13.5;14.5;7.0;37.0;35.0;27.0;8.5;9.0;7.0;6.5;26-07-2024;;600.0;200.0
134;Macho;52.0;810.0;1.9;11.0;13.0;14.3;7.8;40.0;35.0;25.6;8.5;10.0;7.0;8.4;26-07-2024;;535.0;275.0
136;Macho;52.0;995.0;2.0;10.5;15.0;14.1;5.8;38.5;34.0;28.5;8.0;7.3;7.3;7.1;26-07-2024;;710.0;285.0
137;Fêmea;52.0;900.0;2.5;10.2;12.0;13.3;5.5;35.7;32.0;28.3;7.7;8.1;5.7;6.8;26-07-2024;;670.0;230.0
138;Macho;52.0;720.0;2.5;11.0;12.0;13.5;8.0;37.0;31.5;26.0;9.0;9.5;6.0;7.5;26-07-2024;;555.0;165.0
139;Fêmea;52.0;995.0;2.2;11.0;11.0;13.0;7.9;39.0;35.0;29.0;9.0;12.0;6.0;7.0;26-07-2024;;705.0;290.0
140;Fêmea;52.0;770.0;2.0;10.5;11.0;14.0;7.0;31.0;31.0;26.0;8.0;10.0;7.0;5.0;26-07-2024;;500.0;270.0
141;Macho;52.0;935.0;2.5;11.0;9.0;15.0;6.3;38.0;39.0;30.0;9.0;9.6;6.7;6.3;26-07-2024;;655.0;280.0
142;Macho;52.0;563.0;1.5;10.2;13.0;13.0;8.5;32.0;33.5;22.0;6.3;9.1;6.8;6.0;26-07-2024;;425.0;138.0
143;Macho;52.0;210.0;1.6;10.0;7.0;9.0;5.0;23.0;16.0;16.0;5.0;7.5;4.0;4.5;26-07-2024;;170.0;40.0
144;Macho;52.0;915.0;3.0;11.5;12.0;15.0;7.0;38.0;38.0;34.0;11.0;12.0;8.0;7.0;26-07-2024;;685.0;230.0
145;Macho;52.0;770.0;2.0;10.7;16.4;13.5;8.4;36.0;35.0;26.0;7.0;11.4;6.9;7.1;26-07-2024;;585.0;185.0
146;Fêmea;52.0;670.0;2.2;10.6;14.5;14.2;5.4;35.4;29.9;26.0;8.5;7.0;5.3;6.4;26-07-2024;;505.0;165.0
147;Fêmea;52.0;1000.0;2.5;11.5;14.0;15.0;7.0;35.0;36.0;30.0;9.0;13.0;8.0;6.5;26-07-2024;;660.0;340.0
148;Macho;52.0;590.0;2.1;10.2;13.0;14.0;5.0;38.0;32.5;22.5;10.0;9.0;6.0;6.0;26-07-2024;;365.0;225.0
149;Fêmea;52.0;925.0;3.0;11.3;8.3;16.0;9.5;35.8;28.8;28.7;8.5;7.0;6.5;6.2;26-07-2024;;655.0;270.0
150;Macho;52.0;605.0;1.9;9.5;12.2;14.2;4.5;37.0;29.3;24.5;8.5;9.5;7.0;6.0;26-07-2024;;450.0;155.0
151;Macho;52.0;925.0;2.4;10.7;15.0;14.1;5.4;36.7;34.0;30.7;9.0;10.4;7.1;7.0;26-07-2024;;660.0;265.0
152;Macho;52.0;680.0;2.0;10.0;12.2;13.0;4.5;35.1;29.5;26.5;8.0;8.5;6.1;6.0;26-07-2024;;535.0;145.0
154;Fêmea;52.0;830.0;2.0;10.2;14.5;14.0;7.0;38.0;35.0;26.0;10.0;11.0;8.0;5.0;26-07-2024;;605.0;225.0
155;Macho;52.0;925.0;2.5;12.0;12.0;16.0;8.0;37.0;33.0;29.0;9.5;11.0;6.5;7.5;26-07-2024;;685.0;240.0
156;Fêmea;52.0;735.0;2.2;10.5;10.5;14.0;7.0;34.0;36.0;25.0;9.0;7.5;6.0;6.8;26-07-2024;;505.0;230.0
157;Macho;52.0;775.0;2.1;11.0;15.4;15.2;8.6;38.4;34.7;23.6;9.9;12.8;6.6;6.1;26-07-2024;;550.0;225.0
158;Macho;52.0;775.0;2.0;10.7;13.4;13.4;5.0;36.5;28.5;27.5;8.0;7.5;7.1;7.2;26-07-2024;;525.0;250.0
159;Macho;52.0;670.0;2.5;11.0;13.0;14.0;7.0;34.0;36.0;26.0;18.0;10.0;7.0;6.7;26-07-2024;;560.0;110.0
160;Macho;52.0;775.0;2.2;11.3;18.0;15.0;9.8;42.0;34.0;24.7;7.3;12.0;7.0;7.0;26-07-2024;;660.0;115.0
161;Macho;52.0;585.0;1.7;10.0;11.5;14.6;5.5;34.5;27.9;26.0;8.2;8.3;7.0;5.5;26-07-2024;;435.0;150.0
162;Macho;52.0;765.0;2.4;11.4;9.7;15.0;6.7;34.6;35.1;24.5;9.7;10.0;5.3;6.0;26-07-2024;;565.0;200.0
163;Fêmea;52.0;935.0;2.5;10.0;14.0;15.0;6.0;34.0;36.0;28.0;9.0;11.0;7.0;6.0;26-07-2024;;670.0;265.0
164;Macho;52.0;775.0;2.4;11.0;15.5;14.4;7.8;41.4;34.4;26.2;10.1;11.2;6.6;7.1;26-07-2024;;545.0;230.0
165;Macho;52.0;750.0;2.3;10.5;11.0;15.5;7.0;39.0;36.0;25.5;11.0;9.0;6.0;7.4;26-07-2024;;535.0;215.0
166;Macho;52.0;595.0;2.0;10.7;11.1;15.1;7.1;34.6;33.2;24.6;9.3;9.6;5.5;5.9;26-07-2024;;450.0;145.0
167;Fêmea;52.0;830.0;2.3;11.0;11.0;15.0;14.0;38.0;34.0;28.0;8.0;9.0;9.0;6.5;26-07-2024;;740.0;90.0
168;Macho;52.0;965.0;2.3;11.2;9.4;15.2;7.5;34.4;33.5;27.9;9.6;10.8;5.9;6.7;26-07-2024;;700.0;265.0
169;Fêmea;52.0;475.0;2.2;10.5;11.0;12.0;6.5;33.0;32.0;23.0;9.0;8.0;6.5;7.0;26-07-2024;;495.0;-20.0
170;Macho;52.0;815.0;2.8;12.0;9.0;15.0;7.5;32.0;30.0;28.0;10.0;10.0;6.0;8.0;26-07-2024;;605.0;210.0
171;Macho;52.0;810.0;2.1;10.8;11.8;15.0;7.2;35.9;34.8;25.8;9.2;11.2;6.0;7.9;26-07-2024;;585.0;225.0
172;Macho;52.0;775.0;2.5;11.0;13.0;15.0;7.0;31.0;41.0;28.0;9.0;10.0;8.0;6.0;26-07-2024;;585.0;190.0
173;Fêmea;52.0;1400.0;3.2;10.2;8.2;18.4;12.5;37.6;33.0;29.2;9.5;8.4;6.4;5.9;26-07-2024;;730.0;670.0
174;Macho;52.0;815.0;3.0;11.0;8.0;18.0;11.0;33.8;28.4;25.2;9.0;9.0;6.5;7.5;26-07-2024;;590.0;225.0
175;Macho;52.0;790.0;2.3;10.0;12.0;13.0;6.0;36.0;37.0;28.0;8.0;10.0;7.0;6.0;26-07-2024;;655.0;135.0
176;Macho;52.0;700.0;2.4;11.0;12.0;14.0;6.0;33.0;30.0;27.5;9.0;8.0;6.0;6.5;26-07-2024;;500.0;200.0
177;Macho;52.0;840.0;2.0;11.0;13.0;14.0;5.0;36.2;32.5;27.5;8.6;9.5;6.0;7.0;26-07-2024;;610.0;230.0
178;Fêmea;52.0;895.0;2.1;11.1;10.9;15.2;7.6;33.6;36.2;27.0;9.1;10.1;5.2;5.7;26-07-2024;;635.0;260.0
179;Macho;52.0;795.0;2.6;11.4;9.6;15.6;7.5;37.7;35.8;25.7;9.4;10.2;6.2;6.5;26-07-2024;;555.0;240.0
180;Macho;52.0;625.0;3.0;10.0;14.0;12.5;6.0;34.0;34.0;24.0;8.6;9.2;7.0;6.0;26-07-2024;;445.0;180.0
181;Macho;52.0;930.0;2.5;11.0;13.0;15.0;7.0;40.0;33.0;29.0;8.0;9.0;7.0;7.8;26-07-2024;;635.0;295.0
182;Macho;52.0;735.0;2.2;10.5;12.7;13.1;5.3;38.1;33.7;28.5;7.2;9.3;6.0;7.0;26-07-2024;;570.0;165.0
183;Fêmea;52.0;695.0;2.2;11.1;15.6;14.4;8.6;32.3;37.8;24.1;7.8;10.9;6.3;6.0;26-07-2024;;485.0;210.0
