ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
69;Fêmea;7.0;82.0;1.2;8.3;6.0;4.8;2.6;14.5;14.4;10.7;4.3;4.3;3.1;2.6;11-06-24;;35.0;47.0
70;Macho;7.0;84.0;1.3;6.1;5.1;4.9;2.5;16.4;15.0;10.7;3.6;3.9;2.5;2.4;11-06-24;;32.0;52.0
71;Macho;7.0;77.0;1.5;7.1;6.0;6.5;3.8;16.4;15.4;9.3;4.0;5.4;3.6;3.0;11-06-24;;34.0;43.0
72;Macho;7.0;94.0;1.2;7.2;5.2;5.2;2.8;15.0;15.0;9.8;3.3;4.0;3.6;2.6;11-06-24;;32.0;62.0
73;Macho;7.0;74.0;1.2;6.8;4.9;5.3;2.9;14.1;14.9;8.5;4.0;4.9;3.3;2.6;11-06-24;;32.0;42.0
74;Fêmea;7.0;80.0;1.4;7.4;7.5;5.6;3.2;14.3;13.2;10.8;4.1;4.2;3.3;2.5;11-06-24;;37.0;43.0
75;Fêmea;7.0;76.0;1.0;6.6;3.5;4.3;2.3;14.7;11.3;8.5;3.2;3.5;2.3;2.1;11-06-24;;30.0;46.0
76;Fêmea;7.0;85.0;1.7;8.5;3.8;6.5;3.4;15.8;14.5;11.9;4.7;5.2;4.6;3.4;11-06-24;;38.0;47.0
77;Macho;7.0;91.0;1.3;8.2;7.2;3.9;2.3;16.1;15.9;11.1;4.1;4.9;2.5;2.9;11-06-24;;32.0;59.0
78;Fêmea;7.0;83.0;1.4;7.7;6.4;7.0;3.7;15.8;14.3;10.7;4.6;4.8;3.4;3.2;11-06-24;;32.0;51.0
79;Macho;7.0;96.0;1.5;8.0;7.6;6.1;3.0;14.1;14.3;10.7;4.6;4.4;3.5;2.9;11-06-24;;34.0;62.0
80;Macho;7.0;80.0;1.0;8.3;7.1;3.3;1.7;15.6;15.6;10.7;3.9;4.4;2.7;2.7;11-06-24;;33.0;47.0
81;Macho;7.0;98.0;1.3;7.2;5.2;4.9;2.4;17.2;15.4;10.0;2.7;4.4;3.1;2.8;11-06-24;;34.0;64.0
82;Macho;7.0;89.0;1.1;8.2;6.4;6.6;2.3;14.2;11.8;9.6;3.9;4.2;2.5;2.5;11-06-24;;38.0;51.0
83;Macho;7.0;81.0;1.5;7.3;4.0;5.2;2.4;15.4;14.5;9.9;5.1;3.7;3.1;2.4;11-06-24;;26.0;55.0
84;Macho;7.0;103.0;1.2;7.7;6.2;4.7;3.4;16.9;17.9;10.0;4.7;4.9;3.1;3.1;11-06-24;;40.0;63.0
85;Fêmea;7.0;83.0;2.4;7.5;6.5;5.8;3.1;15.0;15.0;11.5;4.5;4.4;3.3;2.9;11-06-24;;36.0;47.0
86;Macho;7.0;47.0;1.5;6.5;5.1;3.7;2.2;11.0;11.0;6.4;2.3;3.6;3.2;2.5;11-06-24;;33.0;14.0
87;Fêmea;7.0;44.0;1.7;7.2;4.7;4.6;2.1;15.8;11.2;10.3;4.9;4.3;2.8;2.1;11-06-24;;23.0;21.0
88;Fêmea;7.0;80.0;1.6;7.2;4.2;4.1;2.0;16.3;13.2;10.3;5.3;3.7;2.8;2.5;11-06-24;;29.0;51.0
89;Fêmea;7.0;80.0;2.4;7.3;6.4;5.6;4.4;15.5;15.6;10.9;3.9;4.6;3.9;3.2;11-06-24;;37.0;43.0
90;Fêmea;7.0;73.0;1.0;6.5;;4.8;3.5;13.8;14.8;10.0;3.2;4.4;3.2;3.0;11-06-24;;32.0;41.0
91;Fêmea;7.0;64.0;1.5;7.7;5.1;4.9;2.3;16.1;13.5;10.3;5.7;4.0;3.2;2.3;11-06-24;;30.0;34.0
92;Macho;7.0;97.0;1.1;7.8;6.2;6.1;3.0;15.3;14.1;10.3;4.2;4.3;2.9;2.8;11-06-24;;34.0;63.0
93;Macho;7.0;75.0;0.9;6.5;8.8;5.0;1.8;11.5;11.8;10.9;4.5;4.0;2.7;1.7;11-06-24;;27.0;48.0
94;Fêmea;7.0;104.0;1.1;7.9;6.6;4.7;3.4;16.5;16.7;8.8;4.4;4.6;2.1;2.2;11-06-24;;37.0;67.0
95;Fêmea;7.0;74.0;1.5;8.0;4.6;4.8;2.0;17.6;14.0;10.9;5.1;4.4;3.5;2.8;11-06-24;;32.0;42.0
96;Fêmea;7.0;71.0;0.9;7.1;6.0;4.7;2.5;13.8;13.8;10.5;4.1;4.1;2.9;2.8;11-06-24;;32.0;39.0
97;Fêmea;7.0;86.0;2.1;6.8;6.8;5.5;3.0;15.4;14.0;10.9;4.2;5.0;3.9;3.1;11-06-24;;31.0;55.0
98;Macho;7.0;81.0;1.4;7.0;5.3;5.5;2.2;15.1;13.9;9.5;3.6;4.2;2.5;2.2;11-06-24;;27.0;54.0
99;Macho;7.0;77.0;1.7;6.7;4.6;6.3;3.0;13.5;14.5;9.8;5.1;4.8;3.3;3.4;11-06-24;;29.0;48.0
100;Fêmea;7.0;94.0;1.1;6.8;5.2;5.7;2.9;15.2;15.7;9.3;3.3;3.9;2.7;2.7;11-06-24;;38.0;56.0
101;Macho;7.0;85.0;1.3;6.6;4.8;4.8;2.4;17.8;15.1;9.6;3.4;4.3;2.7;2.3;11-06-24;;34.0;51.0
102;Macho;7.0;88.0;1.5;7.5;7.2;7.0;2.7;14.3;14.3;10.9;4.9;3.8;3.2;2.9;11-06-24;;29.0;59.0
103;Macho;7.0;85.0;1.4;8.0;5.0;4.5;3.3;15.8;14.1;9.9;4.5;4.2;3.7;3.2;11-06-24;;31.0;54.0
104;Fêmea;7.0;98.0;1.3;7.5;5.2;5.3;3.2;16.3;16.3;11.7;5.2;5.2;3.6;2.9;11-06-24;;38.0;60.0
105;Fêmea;7.0;83.0;1.3;7.7;5.6;5.0;2.1;15.1;15.5;10.1;4.5;3.6;2.8;2.8;11-06-24;;34.0;49.0
106;Macho;7.0;77.0;1.0;7.0;5.2;5.0;2.5;12.6;14.7;9.9;3.8;3.0;2.5;2.5;11-06-24;;30.0;47.0
107;Macho;7.0;86.0;1.0;7.5;6.3;5.1;3.5;14.5;14.0;9.0;4.2;4.8;4.2;3.4;11-06-24;;32.0;54.0
108;Fêmea;7.0;70.0;1.7;7.8;3.7;5.0;2.4;14.9;14.9;12.2;4.4;4.1;3.0;2.8;11-06-24;;33.0;37.0
109;Macho;7.0;92.0;1.6;7.4;3.9;5.0;2.1;16.2;13.3;10.8;6.2;3.8;3.1;2.8;11-06-24;;37.0;55.0
110;Fêmea;7.0;82.0;1.6;8.2;4.8;6.0;2.5;16.4;15.6;10.4;6.3;4.6;4.4;3.4;11-06-24;;35.0;47.0
111;Macho;7.0;89.0;1.2;7.9;6.4;6.2;3.3;14.7;15.2;11.1;3.1;4.4;3.3;2.7;11-06-24;;33.0;56.0
112;Fêmea;7.0;66.0;1.3;8.3;4.8;5.2;2.0;16.3;14.0;11.0;5.0;3.5;3.2;2.6;11-06-24;;28.0;38.0
113;Fêmea;7.0;53.0;1.5;7.6;6.5;4.5;2.7;12.0;14.0;8.7;4.2;4.1;2.8;2.8;11-06-24;;25.0;28.0
114;Macho;7.0;94.0;1.1;7.6;4.7;4.9;2.3;15.1;14.3;9.1;3.1;4.0;3.2;2.9;11-06-24;;34.0;60.0
115;Fêmea;7.0;83.0;1.0;7.2;4.7;3.8;2.4;17.4;15.7;10.3;4.5;4.1;2.8;2.9;11-06-24;;30.0;53.0
116;Macho;7.0;85.0;1.2;7.1;5.7;5.7;3.2;14.8;14.4;10.6;4.4;5.1;3.6;2.5;11-06-24;;34.0;51.0
117;Macho;7.0;102.0;1.6;7.2;5.4;4.9;2.8;16.1;16.0;10.6;5.0;4.1;2.9;3.2;11-06-24;;38.0;64.0
118;Fêmea;7.0;80.0;1.2;7.4;5.5;5.0;2.1;15.2;15.1;11.5;4.2;3.9;2.8;3.1;11-06-24;;33.0;47.0
119;Fêmea;7.0;83.0;1.3;6.7;5.3;4.7;2.6;14.9;16.4;9.0;3.3;3.1;2.4;2.7;11-06-24;;27.0;56.0
120;Macho;7.0;80.0;1.0;7.6;7.6;6.2;2.7;14.0;13.5;10.5;3.6;3.8;2.9;2.8;11-06-24;;25.0;55.0
121;Fêmea;7.0;89.0;1.7;7.7;3.9;6.0;2.3;13.7;14.8;11.7;3.1;3.9;1.8;2.4;11-06-24;;33.0;56.0
122;Fêmea;7.0;99.0;1.4;7.2;4.5;5.0;1.9;15.5;13.5;10.9;5.3;4.4;3.3;2.3;11-06-24;;36.0;63.0
124;Macho;7.0;87.0;1.1;7.4;7.0;5.5;3.5;15.2;15.1;9.8;4.0;4.0;3.4;2.3;11-06-24;;37.0;50.0
125;Macho;7.0;85.0;1.1;7.2;5.5;4.4;2.3;16.0;15.2;10.3;4.3;3.9;3.1;2.8;11-06-24;;29.0;56.0
126;Fêmea;7.0;77.0;1.3;6.4;4.8;4.6;2.3;15.1;14.4;9.8;2.7;3.7;2.5;1.9;11-06-24;;33.0;44.0
127;Fêmea;7.0;62.0;1.4;7.2;7.2;5.9;2.7;14.5;13.1;8.3;4.1;3.8;2.8;2.7;11-06-24;;30.0;32.0
128;Macho;7.0;97.0;1.7;7.0;5.4;7.0;3.3;15.3;13.5;11.4;4.5;4.4;3.8;2.8;11-06-24;;29.0;68.0
129;Macho;7.0;82.0;1.6;6.3;4.7;5.1;2.4;16.5;14.4;9.5;3.3;3.8;2.4;1.9;11-06-24;;35.0;47.0
130;Fêmea;7.0;75.0;1.0;6.7;5.4;4.8;2.9;15.0;13.9;8.4;3.7;3.9;2.2;2.0;11-06-24;;39.0;36.0
131;Macho;7.0;103.0;1.3;7.6;7.4;7.9;2.9;15.7;14.5;11.8;3.5;4.7;3.2;3.0;11-06-24;;28.0;75.0
132;Fêmea;7.0;74.0;1.1;7.2;6.3;4.5;1.6;15.7;16.3;10.7;5.2;4.3;2.5;2.9;11-06-24;;31.0;43.0
133;Macho;7.0;73.0;1.7;8.3;4.8;5.3;2.8;15.2;14.2;11.5;5.6;4.5;3.8;2.6;11-06-24;;25.0;48.0
134;Macho;7.0;62.0;1.2;7.6;7.1;6.6;3.1;15.1;12.6;9.9;4.2;3.7;3.5;2.4;11-06-24;;29.0;33.0
135;Macho;7.0;83.0;2.2;6.9;7.4;5.6;2.8;16.0;13.8;9.3;4.1;4.5;4.5;3.8;11-06-24;;38.0;45.0
136;Macho;7.0;94.0;1.1;8.0;7.1;6.1;3.3;15.3;13.8;11.3;4.1;3.7;3.0;2.4;11-06-24;;32.0;62.0
137;Fêmea;7.0;86.0;1.2;6.3;5.3;5.0;2.9;15.9;15.6;9.8;3.4;4.1;3.2;2.8;11-06-24;;34.0;52.0
138;Macho;7.0;89.0;1.2;8.1;7.9;5.5;2.3;15.5;14.4;9.7;4.6;3.7;2.6;2.4;11-06-24;;35.0;54.0
139;Fêmea;7.0;86.0;1.2;7.8;5.8;7.7;3.1;15.6;11.4;11.8;3.6;3.8;3.4;2.9;11-06-24;;33.0;53.0
140;Fêmea;7.0;92.0;1.3;7.2;7.2;6.3;3.5;16.0;15.2;11.2;4.3;3.7;2.9;3.1;11-06-24;;36.0;56.0
141;Macho;7.0;94.0;1.2;6.9;4.5;4.9;2.7;16.2;15.9;9.8;3.7;4.0;2.8;2.8;11-06-24;;29.0;65.0
142;Macho;7.0;73.0;1.0;8.3;6.6;6.1;2.3;14.7;12.9;9.5;3.2;4.1;3.4;2.7;11-06-24;;29.0;44.0
143;Macho;7.0;87.0;1.4;8.0;4.4;5.9;2.0;16.0;14.3;12.9;4.1;3.6;2.9;2.7;11-06-24;;34.0;53.0
144;Macho;7.0;92.0;1.2;7.8;8.3;6.3;3.2;15.5;15.6;11.3;3.6;4.6;3.4;2.6;11-06-24;;36.0;56.0
145;Macho;7.0;89.0;1.6;7.4;4.9;5.9;2.4;15.5;14.0;12.2;5.4;3.7;3.0;2.3;11-06-24;;33.0;56.0
146;Fêmea;7.0;95.0;1.1;7.0;7.5;5.2;3.0;16.5;16.0;9.5;3.9;4.8;2.9;2.5;11-06-24;;38.0;57.0
147;Fêmea;7.0;91.0;2.2;7.8;4.3;5.5;3.2;15.1;11.9;11.4;4.3;4.2;3.7;3.0;11-06-24;;26.0;65.0
148;Macho;7.0;64.0;1.4;7.2;3.9;5.0;2.1;14.2;12.0;11.7;5.2;3.6;3.1;2.3;11-06-24;;33.0;31.0
149;Fêmea;7.0;82.0;1.4;7.8;4.3;5.0;1.9;16.3;15.5;12.3;5.5;3.5;2.7;2.5;11-06-24;;31.0;51.0
150;Macho;7.0;78.0;1.6;7.7;3.9;5.3;2.4;15.7;14.5;11.7;5.4;5.5;3.4;2.6;11-06-24;;34.0;44.0
151;Macho;7.0;90.0;1.7;7.9;3.6;5.3;3.0;16.2;15.2;13.0;3.2;3.9;3.2;2.8;11-06-24;;29.0;61.0
152;Macho;7.0;69.0;2.1;7.3;6.3;5.8;2.7;13.3;14.3;8.8;4.8;5.1;3.7;2.7;11-06-24;;28.0;41.0
153;Fêmea;7.0;82.0;2.0;6.6;6.8;5.0;3.2;14.1;16.0;10.8;4.2;4.7;2.7;2.5;11-06-24;;33.0;49.0
154;Fêmea;7.0;84.0;1.7;6.9;5.0;5.4;2.3;17.2;16.8;12.3;4.6;4.0;2.8;3.1;11-06-24;;30.0;54.0
155;Macho;7.0;79.0;1.6;8.2;4.4;4.3;3.5;13.4;14.1;11.7;4.1;4.2;3.3;2.2;11-06-24;;34.0;45.0
156;Fêmea;7.0;94.0;1.1;7.4;6.0;4.7;2.4;15.9;15.9;11.8;4.3;3.8;2.7;3.1;11-06-24;;29.0;65.0
157;Macho;7.0;78.0;1.5;7.0;4.6;5.0;2.2;16.3;13.5;10.7;5.8;4.0;3.1;2.7;11-06-24;;33.0;45.0
158;Macho;7.0;81.0;1.2;7.2;7.8;5.5;2.3;14.2;15.1;9.0;4.3;4.4;3.4;3.0;11-06-24;;35.0;46.0
159;Macho;7.0;83.0;1.3;8.1;4.0;4.9;3.6;15.2;15.1;11.3;3.9;5.2;3.2;2.7;11-06-24;;35.0;48.0
160;Macho;7.0;90.0;1.2;6.8;5.3;5.1;2.5;14.8;14.8;9.3;3.5;4.0;2.2;2.7;11-06-24;;30.0;60.0
161;Macho;7.0;67.0;1.0;6.3;5.7;4.3;2.8;14.0;13.7;9.0;4.0;3.3;2.7;2.4;11-06-24;;28.0;39.0
162;Macho;7.0;62.0;1.5;6.9;4.1;4.9;2.6;13.7;12.7;10.7;4.8;4.1;3.1;2.4;11-06-24;;33.0;29.0
163;Fêmea;7.0;87.0;1.3;7.8;4.5;4.9;2.2;15.5;15.7;11.9;5.3;4.4;3.3;2.7;11-06-24;;30.0;57.0
164;Macho;7.0;80.0;1.3;6.4;4.8;4.2;2.8;14.7;14.5;9.0;2.9;4.1;2.8;2.2;11-06-24;;39.0;41.0
165;Macho;7.0;93.0;1.8;6.7;4.6;4.7;3.9;15.9;16.2;11.4;4.2;4.3;3.6;3.1;11-06-24;;32.0;61.0
166;Macho;7.0;78.0;1.2;7.7;5.7;4.2;2.1;15.4;15.7;11.0;4.4;4.0;2.6;2.9;11-06-24;;38.0;40.0
167;Fêmea;7.0;101.0;0.6;7.2;4.6;3.7;2.5;15.0;1.3;11.7;4.2;3.6;3.0;2.5;11-06-24;;33.0;68.0
168;Macho;7.0;87.0;2.0;7.1;6.1;6.7;4.1;15.5;14.2;10.5;4.5;5.2;4.3;4.5;11-06-24;;43.0;44.0
169;Fêmea;7.0;100.0;1.0;7.8;6.8;6.1;4.0;16.3;14.5;9.7;4.3;46.0;3.5;2.6;11-06-24;;33.0;67.0
170;Macho;7.0;93.0;1.7;8.7;5.4;3.7;2.8;16.0;15.6;10.4;4.3;3.8;2.3;3.2;11-06-24;;32.0;61.0
171;Macho;7.0;80.0;1.7;7.8;4.0;6.2;3.9;13.4;14.7;11.8;4.7;4.2;3.1;2.6;11-06-24;;31.0;49.0
172;Macho;7.0;82.0;1.2;7.0;4.2;5.6;1.7;15.4;14.0;10.2;4.0;3.6;3.0;2.7;11-06-24;;36.0;46.0
173;Fêmea;7.0;105.0;1.2;7.2;4.6;5.9;2.3;16.1;14.1;12.1;5.1;3.7;3.5;2.5;11-06-24;;38.0;67.0
174;Macho;7.0;86.0;1.6;7.3;6.6;6.6;3.6;15.0;15.6;10.4;4.8;5.1;3.8;3.8;11-06-24;;35.0;51.0
175;Macho;7.0;86.0;1.4;6.4;5.3;4.9;2.8;16.0;13.3;9.4;3.8;4.0;2.9;2.5;11-06-24;;34.0;52.0
176;Macho;7.0;79.0;1.1;6.2;4.7;4.3;2.2;15.0;13.9;9.3;3.1;3.9;2.4;1.8;11-06-24;;32.0;47.0
177;Macho;7.0;69.0;1.3;6.3;4.1;4.3;2.1;13.6;13.6;8.6;3.1;4.0;2.5;2.5;11-06-24;;30.0;39.0
178;Fêmea;7.0;89.0;1.6;6.1;5.6;5.1;2.2;11.3;12.3;10.5;4.0;3.7;2.4;2.6;11-06-24;;35.0;54.0
179;Macho;7.0;83.0;1.7;7.5;3.7;5.2;1.9;15.2;14.9;12.3;3.3;3.7;3.1;2.2;11-06-24;;30.0;53.0
