ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
189;Macho;80.0;1325.0;2.5;13.0;17.0;18.0;7.5;49.0;45.0;37.0;13.0;14.5;9.0;8.7;23-08-2024;;1210.0;115.0
190;Macho;80.0;1380.0;2.1;13.5;18.0;17.0;6.5;45.0;46.0;35.0;12.5;13.5;7.5;8.0;23-08-2024;;1110.0;270.0
191;Macho;80.0;1165.0;2.6;12.1;12.3;16.5;8.0;44.5;33.2;32.0;10.7;12.0;6.0;7.5;23-08-2024;;985.0;180.0
192;Fêmea;80.0;1125.0;2.4;11.0;15.0;15.5;8.5;44.0;39.0;35.0;13.0;11.5;7.0;8.0;23-08-2024;;900.0;225.0
193;Macho;80.0;1305.0;2.5;11.5;17.0;16.0;7.0;51.0;48.0;32.0;11.0;11.0;8.0;8.5;23-08-2024;;1095.0;210.0
194;Macho;80.0;1335.0;3.0;12.7;17.0;16.3;8.0;45.0;37.0;37.0;13.0;12.7;8.2;5.5;23-08-2024;;1095.0;240.0
195;Macho;80.0;1470.0;2.2;13.0;14.1;15.4;7.4;37.6;42.7;31.6;11.1;12.3;7.9;7.2;23-08-2024;;1340.0;130.0
196;Fêmea;80.0;1020.0;2.6;11.6;18.6;16.1;7.6;46.0;39.0;31.0;11.1;10.0;7.6;6.7;23-08-2024;;760.0;260.0
197;Macho;80.0;1085.0;2.8;13.0;15.0;15.0;8.5;41.0;38.0;33.0;11.0;11.0;8.5;6.5;23-08-2024;;945.0;140.0
198;Fêmea;80.0;1320.0;2.5;10.5;17.0;15.0;7.0;43.0;44.0;34.0;11.5;11.0;6.5;8.0;23-08-2024;;1170.0;150.0
199;Fêmea;80.0;1040.0;2.4;12.0;18.0;15.0;8.0;49.0;42.0;30.0;11.0;12.0;10.0;8.0;23-08-2024;;885.0;155.0
200;Macho;80.0;1090.0;2.4;11.5;17.0;15.0;8.0;50.8;34.0;31.0;18.8;12.0;7.0;8.5;23-08-2024;;910.0;180.0
201;Fêmea;80.0;1105.0;2.2;12.0;17.0;17.5;8.0;46.0;45.0;35.0;12.0;11.0;7.5;8.5;23-08-2024;;920.0;185.0
202;Macho;80.0;1125.0;2.0;12.0;18.0;17.0;8.0;43.0;41.0;32.0;12.0;13.0;9.0;8.5;23-08-2024;;915.0;210.0
203;Macho;80.0;1175.0;2.4;11.5;16.0;16.0;7.0;45.0;43.0;33.0;11.0;12.0;6.5;8.0;23-08-2024;;980.0;195.0
204;Fêmea;80.0;1185.0;2.2;11.0;15.0;16.0;8.0;4.0;39.5;33.0;10.0;12.0;6.5;7.5;23-08-2024;;1020.0;165.0
205;Macho;80.0;785.0;2.2;11.0;15.0;18.0;8.0;48.0;44.0;30.0;11.5;10.5;7.0;8.5;23-08-2024;;650.0;135.0
206;Macho;80.0;1430.0;2.5;11.4;15.0;15.0;8.0;49.0;44.0;32.0;12.0;12.0;7.0;8.0;23-08-2024;;1300.0;130.0
207;Fêmea;80.0;1370.0;2.2;11.5;17.0;17.0;7.0;44.0;42.0;34.0;13.0;13.0;8.0;7.5;23-08-2024;;1060.0;310.0
208;Fêmea;80.0;1395.0;2.5;12.4;15.0;13.0;5.5;39.0;37.0;37.0;14.5;11.5;8.5;5.2;23-08-2024;;1260.0;135.0
209;Macho;80.0;1075.0;2.3;12.7;18.5;16.8;7.8;44.5;45.1;30.3;11.8;10.5;7.4;8.5;23-08-2024;;920.0;155.0
211;Macho;80.0;940.0;2.6;12.0;21.8;16.2;7.1;43.4;38.6;29.5;10.7;11.4;8.6;8.5;23-08-2024;;775.0;165.0
212;Macho;80.0;1300.0;2.5;12.6;19.0;16.0;9.4;44.0;43.0;30.6;9.0;10.0;8.0;7.8;23-08-2024;;1120.0;180.0
213;Macho;80.0;1340.0;2.1;12.5;18.0;15.0;9.0;48.0;45.0;35.0;15.0;10.0;8.0;8.0;23-08-2024;;1090.0;250.0
214;Fêmea;80.0;1175.0;2.6;13.3;17.6;13.0;7.9;46.8;38.4;33.6;10.6;11.1;8.6;8.8;23-08-2024;;1010.0;165.0
216;Fêmea;80.0;1045.0;3.0;13.5;15.0;12.0;5.0;40.5;36.5;32.5;13.0;11.5;7.5;5.0;23-08-2024;;865.0;180.0
217;Macho;80.0;1170.0;2.0;11.0;17.0;15.0;7.0;38.0;44.0;32.0;12.0;11.5;7.5;8.0;23-08-2024;;955.0;215.0
218;Fêmea;80.0;1430.0;2.1;14.0;17.0;15.0;9.0;48.0;42.0;33.0;14.0;14.0;8.0;8.0;23-08-2024;;1185.0;245.0
219;Macho;80.0;1365.0;2.2;13.0;17.0;18.0;9.0;47.0;45.0;41.0;13.0;15.0;9.0;9.0;23-08-2024;;1090.0;275.0
220;Fêmea;80.0;1290.0;2.1;11.0;16.0;15.0;8.0;42.5;42.0;36.0;12.0;11.5;7.0;8.0;23-08-2024;;1065.0;225.0
221;Fêmea;80.0;1020.0;2.1;12.0;17.0;18.0;8.0;48.0;44.0;33.0;13.0;14.0;7.5;8.0;23-08-2024;;820.0;200.0
222;Fêmea;80.0;1055.0;2.7;12.5;17.0;15.0;7.5;37.0;32.0;31.0;11.5;10.0;7.2;5.7;23-08-2024;;815.0;240.0
223;Macho;80.0;1135.0;2.1;11.0;17.0;13.0;8.0;43.0;42.0;31.0;12.5;11.0;7.7;7.7;23-08-2024;;970.0;165.0
224;Fêmea;80.0;1260.0;3.0;12.0;15.0;14.5;6.0;40.0;39.5;38.5;13.0;11.0;7.0;5.4;23-08-2024;;1140.0;120.0
225;Macho;80.0;1420.0;2.5;12.0;16.0;16.0;8.0;48.0;47.0;36.0;12.0;12.0;7.0;8.9;23-08-2024;;1165.0;255.0
226;Macho;80.0;875.0;2.7;12.0;16.0;14.0;7.0;40.0;38.0;34.0;10.5;10.0;7.5;6.0;23-08-2024;;725.0;150.0
227;Macho;80.0;1260.0;2.5;11.0;16.0;16.0;7.0;49.0;47.0;33.0;11.0;12.0;7.0;8.0;23-08-2024;;840.0;420.0
228;Macho;80.0;1315.0;2.5;10.5;17.0;16.0;8.0;47.0;41.5;35.0;10.0;11.0;6.0;7.0;23-08-2024;;1145.0;170.0
229;Fêmea;80.0;1275.0;2.5;11.5;16.0;16.0;7.0;47.0;44.0;33.0;11.0;11.5;7.0;7.5;23-08-2024;;980.0;295.0
230;Macho;80.0;1270.0;3.0;11.0;13.5;15.0;4.5;44.9;38.5;38.5;14.0;13.8;10.0;4.8;23-08-2024;;1085.0;185.0
231;Macho;80.0;1175.0;2.1;12.0;17.0;16.0;7.5;45.0;47.0;43.0;10.0;12.0;7.0;8.5;23-08-2024;;1070.0;105.0
232;Fêmea;80.0;660.0;2.0;10.8;13.1;12.5;8.0;36.5;38.9;26.5;8.1;10.0;6.1;7.0;23-08-2024;;535.0;125.0
233;Fêmea;80.0;1125.0;2.5;12.0;14.0;12.5;4.5;36.5;33.0;42.0;11.5;11.0;8.0;5.8;23-08-2024;;1065.0;60.0
234;Macho;80.0;1035.0;2.4;12.8;13.6;16.4;8.0;42.9;40.4;32.0;10.3;11.5;6.5;8.4;23-08-2024;;840.0;195.0
235;Macho;80.0;1215.0;2.5;11.0;15.0;16.0;8.0;39.0;42.0;33.0;12.0;12.1;7.0;8.2;23-08-2024;;1005.0;210.0
