ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
192;Macho;0.0;30.0;1.2;5.7;5.0;3.4;1.7;10.4;10.9;7.6;2.3;1.8;1.5;1.2;04-06-24;;;
193;Macho;0.0;31.0;1.1;5.9;7.1;4.0;2.1;10.9;11.0;7.5;2.1;4.3;2.8;2.8;04-06-24;;;
194;Macho;0.0;34.0;1.0;6.8;6.5;3.9;2.3;12.4;14.2;8.9;3.1;2.7;2.9;2.5;04-06-24;;;
195;Fêmea;0.0;31.0;1.0;6.9;4.3;5.0;1.6;13.3;11.7;8.9;2.5;3.1;1.9;3.0;04-06-24;;;
196;Macho;0.0;32.0;1.3;6.7;5.5;3.2;2.4;11.9;12.5;8.9;2.8;3.0;3.0;2.6;04-06-24;;;
197;Fêmea;0.0;39.0;0.4;7.0;4.9;2.9;2.4;12.8;12.4;7.6;4.0;4.0;2.7;2.6;04-06-24;;;
198;Fêmea;0.0;36.0;;;;;;;;;;;;;04-06-24;;;
199;Macho;0.0;33.0;1.0;7.0;4.1;3.5;2.1;13.5;12.0;9.4;3.2;3.3;2.5;1.8;04-06-24;;;
200;Fêmea;0.0;34.0;0.7;6.7;3.3;3.4;1.7;13.3;11.7;7.5;2.3;2.7;1.7;2.2;04-06-24;;;
201;Macho;0.0;35.0;1.3;6.1;3.7;3.8;2.0;13.8;12.7;7.1;2.7;2.8;2.4;2.2;04-06-24;;;
202;Macho;0.0;34.0;0.8;3.4;4.0;3.2;3.2;13.1;13.4;9.1;3.4;3.2;2.3;2.7;04-06-24;;;
203;Fêmea;0.0;32.0;1.0;6.7;5.5;4.5;2.2;14.5;14.2;7.2;2.6;3.3;2.4;2.9;04-06-24;;;
204;Macho;0.0;30.0;1.0;6.4;4.3;3.6;1.2;13.8;12.6;7.2;3.0;3.5;2.2;1.7;04-06-24;;;
205;Macho;0.0;36.0;1.2;6.7;6.8;4.5;1.7;13.7;13.6;7.0;3.1;3.3;2.5;2.4;04-06-24;;;
206;Fêmea;0.0;29.0;0.6;6.6;3.1;4.2;1.0;12.5;11.3;8.3;2.9;3.0;2.5;2.2;04-06-24;;;
207;Fêmea;0.0;35.0;1.2;7.0;4.1;3.0;2.2;12.1;12.3;9.3;3.5;3.0;2.9;2.2;04-06-24;;;
208;Macho;0.0;33.0;1.0;6.7;4.0;4.6;1.0;12.0;10.8;6.6;2.6;3.3;2.4;1.9;04-06-24;;;
209;Macho;0.0;30.0;1.0;5.8;5.5;2.8;2.0;12.0;12.2;8.2;3.6;3.2;2.2;1.9;04-06-24;;;
210;Macho;0.0;28.0;1.0;6.8;3.7;2.0;1.8;11.6;12.5;8.5;2.2;2.6;2.2;1.7;04-06-24;;;
211;Macho;0.0;34.0;0.7;6.5;5.0;2.3;1.9;13.0;11.4;8.8;3.2;3.1;1.6;2.2;04-06-24;;;
212;Macho;0.0;34.0;1.0;5.6;4.8;3.3;2.1;11.2;12.0;7.2;2.9;3.7;2.3;2.2;04-06-24;;;
213;Fêmea;0.0;36.0;0.9;6.5;5.3;4.8;1.5;14.2;14.0;8.5;2.9;2.6;2.1;2.5;04-06-24;;;
214;Fêmea;0.0;31.0;1.1;6.6;6.1;3.7;1.6;10.8;10.7;8.9;2.8;4.0;2.1;2.2;04-06-24;;;
215;Fêmea;0.0;32.0;1.0;6.2;5.8;2.6;2.1;10.3;11.3;7.2;2.4;2.9;2.6;2.5;04-06-24;;;
216;Macho;0.0;36.0;0.9;6.9;4.1;4.4;2.3;12.6;12.3;8.1;2.9;3.4;2.9;2.9;04-06-24;;;
217;Fêmea;0.0;33.0;1.2;6.2;3.4;3.9;1.4;12.6;12.3;7.1;12.3;12.6;2.0;2.1;04-06-24;;;
218;Macho;0.0;37.0;1.0;7.2;4.2;4.3;2.5;13.3;13.0;8.0;2.5;3.2;1.8;1.7;04-06-24;;;
219;Fêmea;0.0;32.0;1.0;7.0;3.9;3.6;1.0;14.0;12.7;7.2;3.4;3.7;2.6;1.9;04-06-24;;;
220;Fêmea;0.0;25.0;1.0;6.7;6.2;3.0;2.5;12.7;13.2;9.0;2.6;3.3;3.1;2.4;04-06-24;;;
221;Fêmea;0.0;28.0;0.7;6.9;4.1;3.1;1.7;13.6;11.4;7.7;2.7;3.6;2.2;2.2;04-06-24;;;
222;Macho;0.0;30.0;0.8;6.1;4.7;2.8;2.0;12.3;12.8;7.2;2.6;3.4;2.3;2.6;04-06-24;;;
223;Fêmea;0.0;33.0;1.4;5.9;4.6;3.3;1.9;11.1;11.4;9.4;2.1;2.5;2.0;1.2;04-06-24;;;
224;Macho;0.0;41.0;0.6;6.8;4.3;3.0;2.0;11.8;12.5;7.7;2.8;2.9;1.9;1.8;04-06-24;;;
225;Macho;0.0;33.0;1.0;7.0;3.9;3.3;1.3;13.6;13.3;9.0;3.8;3.7;2.7;2.3;04-06-24;;;
226;Macho;0.0;37.0;1.3;5.7;6.5;2.9;1.8;11.7;12.2;8.5;2.6;3.0;2.7;2.8;04-06-24;;;
227;Macho;0.0;27.0;1.1;6.1;6.0;5.1;2.6;12.9;13.4;8.9;2.8;2.8;2.1;2.6;04-06-24;;;
228;Fêmea;0.0;38.0;1.2;7.1;2.7;2.6;1.4;12.7;11.5;9.0;2.4;2.9;1.7;1.7;04-06-24;;;
229;Macho;0.0;29.0;1.6;7.4;5.3;4.4;2.9;14.8;12.9;7.9;3.4;0.1;1.7;2.5;04-06-24;;;
230;Macho;0.0;31.0;1.3;6.4;5.2;4.5;1.9;13.2;15.0;7.0;3.2;2.9;2.2;2.7;04-06-24;;;
231;Fêmea;0.0;33.0;1.1;7.3;3.4;3.2;1.7;13.8;12.9;10.1;3.3;3.2;2.5;1.4;04-06-24;;;
232;Fêmea;0.0;32.0;1.0;6.4;3.0;3.4;1.9;11.3;10.2;9.4;2.6;3.0;2.0;1.9;04-06-24;;;
233;Macho;0.0;30.0;1.5;5.2;6.5;3.0;1.4;12.1;12.7;7.3;2.7;2.9;2.7;2.0;04-06-24;;;
234;Macho;0.0;29.0;1.1;7.2;4.5;3.3;2.0;10.4;11.5;8.4;2.4;2.5;1.6;1.8;04-06-24;;;
235;Macho;0.0;29.0;0.7;6.0;4.9;3.1;1.6;12.7;12.7;8.7;2.1;3.3;2.2;2.4;04-06-24;;;
44*;Fêmea;0.0;29.0;;;;;;;;;;;;;04-06-24;;;
