ANIMAL;SEXO;IDADE;PESO;BICO;CIRCFCABECA;PESCOCO;ASA;TULIPA;DORSO;VENTRE;CIRCFABDOM;SOBRECOXA;COXA;CANELA;UNHAMAIOR;DATA_MEDICAO;DEDOMAIOR;PESO_ANTERIOR;GANHO_PESO
19;Macho;0.0;28.0;1.0;6.4;4.3;2.8;1.6;12.4;11.4;8.5;3.0;2.6;2.2;2.3;04-06-24;;;
20;Macho;0.0;32.0;1.0;7.0;4.6;4.5;2.5;13.3;13.6;7.8;3.1;3.3;2.4;2.4;04-06-24;;;
21;Fêmea;0.0;32.0;1.2;7.3;2.7;3.5;3.2;12.7;12.2;6.9;3.4;3.2;2.3;2.3;04-06-24;;;
22;Fêmea;0.0;32.0;1.1;6.1;4.1;3.4;1.9;12.4;11.7;8.4;2.7;3.0;2.5;1.7;04-06-24;;;
23;Macho;0.0;34.0;1.1;7.1;3.5;4.5;2.3;10.9;11.4;7.1;2.4;2.8;1.6;2.2;04-06-24;;;
24;Macho;0.0;32.0;1.3;6.9;3.7;4.0;1.1;12.5;11.9;7.7;2.4;3.4;2.1;1.8;04-06-24;;;
25;Macho;0.0;30.0;0.7;6.3;3.1;2.8;2.2;13.4;11.0;8.5;2.6;2.6;1.9;1.9;04-06-24;;;
26;Macho;0.0;29.0;1.3;5.7;4.1;2.3;1.9;12.0;12.1;8.4;3.4;3.7;2.1;2.1;04-06-24;;;
27;Fêmea;0.0;24.0;1.0;6.2;4.9;2.5;1.7;12.9;10.1;7.1;2.8;2.9;2.0;2.3;04-06-24;;;
28;Fêmea;0.0;30.0;0.9;5.0;5.3;3.2;2.1;11.9;12.5;7.0;2.1;3.3;2.7;2.3;04-06-24;;;
29;Fêmea;0.0;30.0;1.0;7.8;3.7;3.1;2.2;13.0;10.6;8.7;3.0;3.0;2.0;2.1;04-06-24;;;
30;Macho;0.0;32.0;0.7;6.3;4.2;3.6;1.3;11.1;9.4;8.5;3.2;3.7;2.5;1.7;04-06-24;;;
31;Fêmea;0.0;26.0;0.8;6.5;2.9;3.7;0.7;11.2;10.7;7.9;2.1;3.1;1.7;1.6;04-06-24;;;
32;Fêmea;0.0;33.0;1.2;6.7;4.7;4.4;1.3;13.7;11.0;9.1;3.0;3.4;2.3;2.1;04-06-24;;;
33;Fêmea;0.0;32.0;1.1;5.8;4.9;3.1;1.7;11.5;11.2;7.7;2.2;2.9;2.5;2.1;04-06-24;;;
34;Macho;0.0;30.0;0.9;6.8;4.2;3.7;1.3;12.3;10.8;7.6;3.0;2.7;2.1;2.0;04-06-24;;;
35;Fêmea;0.0;32.0;0.9;6.4;4.6;4.1;2.5;13.5;13.7;6.7;3.3;3.5;2.8;2.3;04-06-24;;;
36;Macho;0.0;27.0;1.2;6.2;2.7;2.8;1.3;12.2;12.0;8.3;2.6;3.2;2.0;2.3;04-06-24;;;
37;Macho;0.0;34.0;1.0;7.1;4.5;3.5;1.2;12.5;12.8;9.0;2.7;3.1;2.3;2.5;04-06-24;;;
38;Fêmea;0.0;27.0;0.7;6.3;4.5;3.2;1.8;12.4;11.0;7.0;2.8;3.6;2.5;2.4;04-06-24;;;
39;Macho;0.0;31.0;0.9;5.9;4.8;3.3;1.7;10.7;10.2;8.1;3.0;2.6;2.0;1.5;04-06-24;;;
40;Macho;0.0;33.0;0.8;7.0;3.9;4.6;1.7;12.1;10.9;7.7;2.7;3.0;1.7;1.9;04-06-24;;;
41;Macho;0.0;32.0;1.2;6.3;3.5;3.1;3.2;12.6;11.2;8.1;3.5;3.5;2.2;2.2;04-06-24;;;
42;Fêmea;0.0;30.0;1.2;5.7;5.2;3.0;1.9;12.3;12.0;7.6;3.2;2.8;2.5;2.0;04-06-24;;;
43;Macho;0.0;33.0;1.1;7.0;4.6;3.1;2.1;14.1;14.0;8.3;3.0;3.4;2.6;2.6;04-06-24;;;
45;Macho;0.0;30.0;1.2;7.5;4.8;4.0;3.3;12.5;12.7;7.7;3.3;2.5;2.3;2.7;04-06-24;;;
46;Fêmea;0.0;35.0;1.2;6.6;4.4;3.1;2.6;13.3;13.0;8.2;3.1;2.9;2.2;2.8;04-06-24;;;
47;Macho;0.0;32.0;0.6;6.5;4.7;3.0;1.7;12.5;11.6;9.4;3.1;3.5;2.6;2.4;04-06-24;;;
48;Fêmea;0.0;32.0;1.2;6.7;5.5;4.2;2.2;12.7;11.7;6.6;2.7;2.8;1.9;2.5;04-06-24;;;
49;Fêmea;0.0;39.0;0.7;7.5;3.7;5.0;1.2;14.5;11.7;9.7;2.4;3.4;2.1;2.2;04-06-24;;;
50;Fêmea;0.0;34.0;1.0;6.3;5.1;3.1;2.4;12.2;12.5;6.6;3.0;3.2;2.6;2.5;04-06-24;;;
51;Macho;0.0;29.0;0.7;7.2;3.1;3.3;1.8;13.3;11.8;9.7;3.0;2.5;2.4;2.0;04-06-24;;;
52;Macho;0.0;34.0;0.9;7.0;4.3;3.2;2.1;13.0;11.5;8.0;3.4;3.7;2.4;2.9;04-06-24;;;
53;Fêmea;0.0;31.0;1.1;7.2;3.6;3.1;1.5;11.8;10.6;11.3;3.3;3.0;2.1;2.2;04-06-24;;;
54;Fêmea;0.0;30.0;1.1;6.6;4.3;4.0;1.6;11.6;12.0;8.2;3.0;3.0;2.3;2.4;04-06-24;;;
55;Macho;0.0;31.0;0.7;6.1;5.7;3.0;2.3;11.2;12.4;7.6;2.8;3.0;2.2;2.1;04-06-24;;;
56;Macho;0.0;33.0;0.8;6.5;5.5;4.0;1.9;13.8;12.7;8.9;2.4;3.1;2.0;3.0;04-06-24;;;
57;Macho;0.0;31.0;0.6;7.2;1.0;3.2;2.2;11.2;9.3;8.7;2.3;2.6;2.0;1.7;04-06-24;;;
58;Macho;0.0;34.0;1.2;6.6;4.4;2.9;1.8;13.9;13.0;9.5;3.6;3.5;2.2;2.5;04-06-24;;;
59;Fêmea;0.0;31.0;1.1;5.0;4.1;2.7;1.1;12.0;11.6;7.5;2.4;2.6;2.2;2.0;04-06-24;;;
60;Fêmea;0.0;26.0;0.9;6.1;4.3;3.1;0.9;11.0;10.2;7.5;2.7;2.5;1.6;1.6;04-06-24;;;
61;Macho;0.0;32.0;0.9;6.2;4.0;3.0;1.9;13.8;10.7;9.4;3.4;3.3;2.5;3.0;04-06-24;;;
62;Macho;0.0;3.0;0.8;7.2;5.5;3.4;1.9;12.8;12.5;8.3;3.1;3.1;2.4;2.5;04-06-24;;;
63;Macho;0.0;34.0;0.8;6.1;4.5;3.6;1.7;14.2;11.3;7.3;2.8;3.5;2.4;2.7;04-06-24;;;
64;Fêmea;0.0;31.0;1.0;7.4;5.4;3.5;1.7;12.2;12.4;9.3;2.3;3.0;2.0;2.0;04-06-24;;;
65;Macho;0.0;34.0;0.7;6.2;5.7;3.3;2.7;12.2;12.5;8.4;2.6;3.2;3.0;2.3;04-06-24;;;
66;Fêmea;0.0;34.0;1.0;6.7;5.5;3.4;2.4;11.7;11.9;8.1;3.0;3.1;2.7;2.6;04-06-24;;;
67;Fêmea;0.0;36.0;0.7;7.1;7.3;4.0;2.0;13.2;13.3;7.9;3.1;3.0;1.8;2.7;04-06-24;;;
68;Fêmea;0.0;31.0;0.8;6.6;5.1;4.5;2.7;12.9;13.2;7.7;2.9;2.4;2.9;2.5;04-06-24;;;
69;Fêmea;0.0;35.0;1.1;6.8;4.8;3.5;1.2;13.5;13.3;7.5;3.2;3.6;2.6;2.3;04-06-24;;;
70;Macho;0.0;32.0;1.2;6.0;4.9;3.9;1.2;14.1;11.5;7.8;3.0;3.3;2.0;1.1;04-06-24;;;
71;Macho;0.0;34.0;0.7;6.2;5.7;4.0;2.5;12.1;12.7;7.3;3.4;3.4;2.5;2.3;04-06-24;;;
72;Macho;0.0;32.0;1.8;6.7;4.4;4.6;2.1;13.5;10.7;7.0;3.4;3.2;2.7;3.0;04-06-24;;;
73;Macho;0.0;32.0;0.6;7.5;2.5;3.6;1.4;14.0;10.2;9.2;2.7;3.7;2.8;2.3;04-06-24;;;
74;Fêmea;0.0;37.0;1.0;6.4;3.0;4.0;1.3;13.7;12.4;8.7;2.7;3.1;1.9;2.0;04-06-24;;;
75;Fêmea;0.0;30.0;1.2;6.0;4.5;2.8;1.1;13.2;11.7;9.5;3.1;3.2;1.9;2.1;04-06-24;;;
76;Fêmea;0.0;38.0;0.7;7.0;3.5;4.7;1.4;13.5;11.0;7.4;2.4;3.2;2.0;2.2;04-06-24;;;
77;Macho;0.0;32.0;1.0;6.0;4.3;4.5;1.1;14.2;11.9;6.7;2.9;2.7;2.3;1.8;04-06-24;;;
78;Fêmea;0.0;32.0;0.8;7.4;3.0;4.5;2.0;11.7;11.7;7.5;2.5;2.9;2.3;2.3;04-06-24;;;
79;Macho;0.0;34.0;1.5;7.3;3.5;3.6;2.0;12.7;13.3;8.8;3.1;3.1;2.7;2.6;04-06-24;;;
80;Macho;0.0;33.0;1.3;5.3;5.5;3.2;1.2;11.8;12.4;8.2;2.7;3.1;2.2;2.2;04-06-24;;;
81;Macho;0.0;34.0;1.2;7.2;5.4;3.5;2.2;13.4;12.1;7.9;4.0;3.1;2.3;2.4;04-06-24;;;
82;Macho;0.0;38.0;0.7;6.5;5.1;4.0;2.0;13.6;12.2;8.3;2.3;2.8;2.4;2.5;04-06-24;;;
83;Macho;0.0;26.0;1.1;5.5;3.4;3.0;1.5;12.4;10.8;8.9;3.1;3.0;2.4;2.2;04-06-24;;;
84;Macho;0.0;40.0;1.0;6.9;5.7;3.5;2.0;13.2;13.7;8.7;3.1;3.2;2.9;2.7;04-06-24;;;
85;Fêmea;0.0;36.0;0.9;6.4;6.6;3.5;2.2;12.4;13.5;7.4;3.4;3.1;2.7;2.3;04-06-24;;;
86;Macho;0.0;33.0;1.1;7.0;5.0;3.1;0.8;13.0;12.3;7.8;2.0;3.6;1.9;2.0;04-06-24;;;
87;Fêmea;0.0;23.0;1.1;6.4;7.5;4.0;1.0;11.1;10.7;6.2;2.1;2.4;2.1;1.8;04-06-24;;;
88;Fêmea;0.0;29.0;1.1;7.8;4.8;3.8;2.5;12.6;13.5;7.3;3.3;2.7;2.0;2.7;04-06-24;;;
89;Fêmea;0.0;37.0;1.0;7.2;3.9;3.9;1.6;12.8;12.5;8.5;3.5;3.7;2.5;2.7;04-06-24;;;
90;Fêmea;0.0;32.0;1.0;3.5;3.7;3.0;2.3;13.1;13.1;8.7;3.1;3.2;2.1;2.0;04-06-24;;;
91;Fêmea;0.0;30.0;1.9;6.5;5.7;2.8;2.0;13.3;12.0;6.3;3.2;3.3;2.4;2.7;04-06-24;;;
92;Macho;0.0;34.0;0.8;6.9;4.0;4.1;2.5;13.2;11.6;8.5;2.7;2.7;2.0;2.5;04-06-24;;;
93;Macho;0.0;27.0;1.2;5.6;4.2;2.3;2.2;11.5;11.8;7.2;2.7;2.9;2.3;2.0;04-06-24;;;
94;Fêmea;0.0;37.0;1.1;6.7;3.5;3.1;1.1;12.3;11.5;8.2;2.6;2.4;1.9;2.1;04-06-24;;;
95;Fêmea;0.0;32.0;1.0;6.7;3.7;3.1;1.6;11.6;11.2;7.5;2.5;2.2;1.8;2.3;04-06-24;;;
96;Fêmea;0.0;32.0;1.3;6.9;3.2;2.7;1.5;12.4;13.0;7.5;2.0;3.3;2.5;2.2;04-06-24;;;
97;Fêmea;0.0;31.0;0.8;7.0;4.5;2.7;1.8;13.2;14.3;8.1;2.7;3.8;2.8;2.5;04-06-24;;;
98;Macho;0.0;27.0;1.0;6.4;3.0;4.6;2.0;11.8;13.6;8.4;2.8;3.2;1.8;2.3;04-06-24;;;
99;Macho;0.0;29.0;0.6;5.7;6.0;3.2;1.5;9.6;8.6;7.6;2.6;2.1;1.9;2.0;04-06-24;;;
100;Fêmea;0.0;38.0;1.2;7.9;3.3;3.3;1.9;13.1;13.0;10.3;3.5;4.0;2.3;2.2;04-06-24;;;
101;Macho;0.0;34.0;1.3;7.0;3.4;3.0;2.0;12.8;12.5;10.0;3.4;3.4;2.2;2.4;04-06-24;;;
102;Macho;0.0;29.0;1.5;6.6;3.3;3.4;1.8;13.7;12.0;8.4;3.5;3.5;2.4;2.2;04-06-24;;;
103;Macho;0.0;31.0;0.7;6.7;4.9;2.8;2.3;13.5;12.7;9.2;3.0;3.6;2.4;2.0;04-06-24;;;
104;Fêmea;0.0;38.0;1.1;5.7;5.6;3.3;2.1;11.8;12.8;7.5;2.9;3.4;2.6;2.3;04-06-24;;;
105;Fêmea;0.0;34.0;1.0;6.0;5.6;3.2;2.1;11.5;12.0;8.2;3.0;3.5;3.0;2.5;04-06-24;;;
106;Macho;0.0;30.0;0.7;6.2;4.9;2.1;2.0;13.4;11.0;8.8;2.9;2.9;2.8;2.5;04-06-24;;;
107;Macho;0.0;32.0;1.1;6.3;5.3;2.5;1.9;14.2;12.2;8.1;2.8;4.1;2.5;2.7;04-06-24;;;
108;Fêmea;0.0;33.0;1.0;6.1;4.3;2.9;1.7;10.0;10.3;8.1;3.6;3.9;2.0;1.5;04-06-24;;;
109;Macho;0.0;37.0;0.9;6.5;3.3;3.2;2.8;12.5;9.9;8.2;2.5;2.7;2.3;2.5;04-06-24;;;
110;Fêmea;0.0;35.0;0.8;6.8;4.2;2.6;1.8;12.3;11.7;9.6;3.9;3.9;2.6;2.3;04-06-24;;;
111;Macho;0.0;33.0;1.0;6.9;5.7;2.1;2.4;12.9;12.4;;3.1;3.6;2.1;2.2;04-06-24;;;
112;Fêmea;0.0;28.0;0.4;6.4;4.9;2.9;0.7;10.1;9.7;7.8;2.6;4.0;2.4;1.5;04-06-24;;;
113;Fêmea;0.0;25.0;1.0;6.5;6.3;4.3;2.0;11.5;11.1;5.7;2.5;2.7;2.1;2.6;04-06-24;;;
114;Macho;0.0;34.0;1.0;6.7;2.6;3.6;1.8;11.7;9.8;6.9;3.2;3.0;;2.1;04-06-24;;;
115;Fêmea;0.0;30.0;1.4;5.9;5.4;3.6;2.1;13.5;11.4;7.2;2.8;2.8;2.2;2.1;04-06-24;;;
116;Macho;0.0;34.0;;;;;;;;;;;;;04-06-24;;;
117;Macho;0.0;38.0;0.7;6.7;6.4;3.9;1.5;13.0;12.4;8.9;3.6;3.3;2.4;2.8;04-06-24;;;
118;Fêmea;0.0;33.0;1.0;7.0;4.6;3.0;0.9;12.8;12.7;8.7;3.1;3.7;2.1;2.4;04-06-24;;;
119;Fêmea;0.0;27.0;1.2;6.7;3.3;2.7;2.0;12.6;13.0;8.4;3.3;4.0;2.8;2.2;04-06-24;;;
120;Macho;0.0;25.0;1.3;6.6;4.9;2.9;2.3;11.0;11.1;7.3;2.0;2.8;2.0;1.9;04-06-24;;;
121;Fêmea;0.0;33.0;0.5;6.5;2.4;4.2;1.3;11.8;11.3;7.7;2.5;3.0;1.8;1.4;04-06-24;;;
122;Fêmea;0.0;36.0;1.3;5.8;4.7;3.3;1.7;12.8;11.5;10.5;3.4;3.3;3.1;2.1;04-06-24;;;
123;;0.0;25.0;1.1;5.5;3.7;2.9;1.0;11.4;11.4;6.2;2.3;2.9;2.2;1.7;04-06-24;;;
124;Macho;0.0;37.0;1.3;6.7;3.0;4.0;1.3;13.0;11.2;8.3;2.0;3.0;2.0;1.4;04-06-24;;;
125;Macho;0.0;29.0;1.2;6.6;3.3;4.0;1.7;10.7;11.1;8.4;3.2;4.5;2.5;2.2;04-06-24;;;
126;Fêmea;0.0;33.0;1.1;6.5;4.8;3.8;1.2;12.4;11.8;8.7;2.9;3.2;2.4;2.4;04-06-24;;;
127;Fêmea;0.0;30.0;1.4;6.3;4.9;4.1;2.1;13.2;12.0;8.3;3.6;3.2;2.0;2.3;04-06-24;;;
128;Macho;0.0;31.0;0.9;6.2;4.0;3.0;1.8;12.1;11.8;8.4;3.5;3.4;2.6;2.4;04-06-24;;;
128;Macho;0.0;29.0;1.2;6.3;4.2;3.3;1.3;13.5;12.4;8.1;2.9;3.3;2.2;2.4;04-06-24;;31.0;-2.0
129;Fêmea;0.0;35.0;1.0;7.1;4.3;2.7;0.9;11.1;11.8;8.1;3.7;3.1;2.6;2.0;04-06-24;;;
130;Macho;0.0;39.0;1.3;6.8;5.3;3.3;2.2;12.3;12.6;7.9;3.3;3.0;2.2;2.7;04-06-24;;;
131;Fêmea;0.0;28.0;0.9;7.4;6.0;4.2;2.1;13.0;14.2;8.1;3.4;2.8;2.3;2.7;04-06-24;;;
132;Macho;0.0;31.0;1.2;6.2;4.8;2.1;1.9;11.3;11.9;6.9;2.4;3.1;2.2;2.5;04-06-24;;;
133;Macho;0.0;25.0;1.5;6.4;6.3;3.9;2.0;12.2;12.5;8.6;2.7;3.1;2.2;2.9;04-06-24;;;
134;Macho;0.0;29.0;1.1;6.4;3.7;3.1;2.0;12.7;12.0;7.7;3.2;3.2;2.2;2.1;04-06-24;;;
135;Macho;0.0;38.0;1.0;6.3;5.7;2.6;2.0;13.0;12.2;7.5;3.1;3.6;2.7;2.3;04-06-24;;;
136;Fêmea;0.0;32.0;1.4;6.0;5.0;3.3;2.0;12.5;11.3;7.6;2.6;2.9;2.3;2.0;04-06-24;;;
137;Macho;0.0;34.0;1.0;6.5;4.8;3.4;1.1;13.3;10.9;7.8;3.0;3.5;2.3;1.7;04-06-24;;;
138;Fêmea;0.0;35.0;1.1;6.6;5.0;3.1;1.5;13.7;11.6;9.4;3.0;3.2;2.3;2.3;04-06-24;;;
139;Fêmea;0.0;33.0;0.8;6.7;4.8;3.6;2.2;12.6;11.8;8.5;3.3;4.1;2.3;2.7;04-06-24;;;
140;Macho;0.0;36.0;1.1;7.8;3.5;2.5;1.8;12.5;12.2;11.1;3.0;3.1;1.6;2.1;04-06-24;;;
141;Macho;0.0;29.0;1.2;6.8;3.8;3.1;2.0;13.2;11.4;9.9;3.4;3.4;2.5;2.6;04-06-24;;;
142;Macho;0.0;29.0;1.1;7.0;3.9;3.4;2.0;12.3;12.2;7.4;2.7;2.6;2.2;2.3;04-06-24;;;
143;Macho;0.0;34.0;1.3;5.8;4.3;4.3;3.0;12.9;13.1;8.9;4.0;3.9;2.0;2.1;04-06-24;;;
144;Macho;0.0;36.0;1.0;5.8;4.3;3.2;1.6;11.2;11.9;7.4;2.9;3.2;2.4;2.1;04-06-24;;;
145;Fêmea;0.0;33.0;1.0;5.8;4.6;3.9;1.2;12.7;12.6;7.6;3.2;3.0;2.7;2.0;04-06-24;;;
146;Fêmea;0.0;38.0;1.3;5.8;3.8;3.4;1.0;12.1;11.4;7.3;2.4;2.7;2.5;2.1;04-06-24;;;
147;Macho;0.0;26.0;1.1;6.1;4.2;3.1;2.8;12.0;11.8;8.1;2.8;3.2;2.0;1.9;04-06-24;;;
148;Fêmea;0.0;33.0;0.8;5.5;4.1;2.6;1.5;11.4;11.4;7.5;2.8;3.1;2.3;1.7;04-06-24;;;
149;Macho;0.0;31.0;1.4;6.4;6.3;2.7;2.0;12.5;12.6;8.7;3.2;3.9;2.0;2.3;04-06-24;;;
150;Macho;0.0;34.0;1.0;6.9;4.1;4.0;1.7;12.3;12.4;9.0;3.3;4.2;2.5;2.2;04-06-24;;;
151;Macho;0.0;29.0;1.1;6.1;3.8;2.9;2.0;11.8;13.0;9.3;2.8;3.1;2.7;2.5;04-06-24;;;
152;Fêmea;0.0;28.0;0.9;6.6;3.8;3.7;0.9;11.9;11.1;7.9;3.0;2.6;1.7;2.1;04-06-24;;;
153;Fêmea;0.0;33.0;1.3;6.6;3.1;3.1;2.9;12.1;9.9;9.1;2.6;2.6;2.3;1.5;04-06-24;;;
154;Macho;0.0;30.0;0.8;6.7;4.7;3.7;1.8;12.9;118.0;7.5;2.2;3.4;2.2;2.6;04-06-24;;;
155;Fêmea;0.0;34.0;1.6;8.2;4.4;4.3;3.5;13.4;14.1;11.7;4.1;4.2;3.3;2.2;04-06-24;;;
156;Macho;0.0;29.0;1.3;6.6;4.8;2.8;1.6;12.9;11.4;10.0;3.1;3.3;2.5;2.1;04-06-24;;;
157;Macho;0.0;33.0;1.2;6.6;7.0;4.0;2.9;13.8;13.5;7.4;2.9;2.9;2.0;2.5;04-06-24;;;
158;Macho;0.0;35.0;1.0;6.5;3.2;4.5;2.1;12.9;10.9;9.1;3.0;3.2;2.3;2.0;04-06-24;;;
159;Macho;0.0;35.0;1.0;6.6;3.7;4.3;2.1;13.3;12.5;10.2;2.3;3.6;2.3;2.3;04-06-24;;;
160;Macho;0.0;30.0;1.2;7.1;4.1;2.8;1.9;13.8;12.8;8.3;2.8;3.4;2.1;2.7;04-06-24;;;
161;Macho;0.0;28.0;1.2;6.2;4.7;3.8;1.8;12.7;11.7;7.0;3.4;2.7;2.2;2.6;04-06-24;;;
162;Fêmea;0.0;33.0;0.9;6.6;3.4;3.1;1.7;12.3;11.2;8.4;2.8;2.8;2.3;2.0;04-06-24;;;
163;Macho;0.0;30.0;1.3;6.5;5.0;4.1;2.5;12.0;11.8;7.7;3.5;2.4;2.1;2.6;04-06-24;;;
164;Macho;0.0;39.0;1.2;6.4;4.1;3.0;1.1;12.9;9.7;8.0;3.3;3.5;2.4;1.8;04-06-24;;;
165;Macho;0.0;32.0;0.8;6.6;3.6;5.0;1.2;13.6;12.3;9.2;2.2;3.3;2.4;1.9;04-06-24;;;
166;Fêmea;0.0;38.0;1.1;5.8;3.9;3.4;1.2;11.3;10.4;7.4;2.6;3.4;2.5;2.0;04-06-24;;;
167;Macho;0.0;33.0;1.4;6.6;6.0;4.5;2.3;12.2;13.0;7.5;2.2;3.0;2.5;3.0;04-06-24;;;
168;Fêmea;0.0;43.0;0.9;6.3;4.2;3.5;1.1;13.0;13.3;9.8;3.3;3.5;1.9;2.6;04-06-24;;;
169;Macho;0.0;33.0;1.3;7.2;3.8;3.4;2.7;14.2;12.4;8.1;3.2;3.7;2.0;2.2;04-06-24;;;
170;Macho;0.0;32.0;0.8;7.0;3.5;4.0;0.7;11.6;11.4;7.5;2.2;2.7;2.4;1.7;04-06-24;;;
171;Macho;0.0;31.0;1.0;6.2;3.1;4.2;1.9;13.6;14.6;8.3;2.3;3.5;2.2;2.2;04-06-24;;;
172;Fêmea;0.0;36.0;0.9;6.0;4.4;3.0;1.2;11.3;11.2;9.5;2.7;3.9;2.8;1.4;04-06-24;;;
173;Macho;0.0;38.0;;;;;;;;;;;;;04-06-24;;;
174;Macho;0.0;35.0;1.0;6.6;5.4;2.8;2.8;13.2;11.6;7.5;3.0;3.1;3.5;2.9;04-06-24;;;
175;Macho;0.0;34.0;1.1;5.5;5.0;3.5;1.7;13.3;12.7;7.8;2.8;3.8;2.7;1.8;04-06-24;;;
176;Macho;0.0;32.0;1.2;6.6;4.2;4.6;1.3;13.6;11.7;7.1;3.0;3.1;2.5;2.5;04-06-24;;;
177;Fêmea;0.0;30.0;1.1;6.0;4.9;2.8;1.4;12.4;12.1;8.0;2.8;3.2;1.8;2.2;04-06-24;;;
178;Macho;0.0;35.0;1.4;6.5;3.3;2.5;1.6;11.8;11.8;10.0;2.8;3.4;2.4;3.0;04-06-24;;;
179;Macho;0.0;30.0;1.2;7.2;6.0;4.2;3.0;13.0;12.7;8.3;2.8;2.9;2.2;2.6;04-06-24;;;
180;Macho;0.0;29.0;0.8;5.8;3.5;2.2;1.7;13.5;12.7;8.5;3.1;4.0;2.6;2.0;04-06-24;;;
181;Macho;0.0;29.0;1.2;6.4;4.9;4.0;2.1;13.3;12.9;7.6;2.9;2.9;2.2;3.1;04-06-24;;;
182;Fêmea;0.0;31.0;1.0;5.2;5.4;3.3;1.2;12.0;11.5;7.7;2.6;3.5;2.3;2.3;04-06-24;;;
183;Macho;0.0;31.0;0.8;6.4;6.2;3.5;2.9;12.0;12.5;7.8;2.5;2.7;2.8;2.6;04-06-24;;;
184;Macho;0.0;36.0;0.9;3.1;3.3;3.0;2.0;12.1;12.6;10.4;3.0;2.5;2.2;2.0;04-06-24;;;
185;Macho;0.0;33.0;0.9;6.1;4.0;4.0;1.2;13.4;11.5;8.0;2.6;2.7;1.9;2.1;04-06-24;;;
186;Fêmea;0.0;30.0;0.9;6.3;2.4;4.3;0.9;11.9;10.0;7.7;2.7;3.0;2.1;2.1;04-06-24;;;
187;Fêmea;0.0;32.0;1.0;6.4;3.9;3.0;1.1;11.6;9.6;6.4;2.7;2.4;1.9;1.6;04-06-24;;;
188;Macho;0.0;34.0;1.0;6.3;3.2;4.2;1.3;11.9;11.2;8.5;2.7;3.0;2.6;2.1;04-06-24;;;
189;Macho;0.0;34.0;1.8;6.1;6.4;3.3;2.3;11.6;12.5;8.9;3.4;3.3;2.5;2.2;04-06-24;;;
190;Macho;0.0;34.0;1.0;6.1;4.0;2.7;2.1;13.7;11.0;8.2;2.3;2.7;1.7;1.7;04-06-24;;;
191;Fêmea;0.0;32.0;1.5;6.7;5.1;4.3;2.5;14.3;14.5;7.1;2.9;3.2;2.6;2.6;04-06-24;;;
